game_id,season_id,year,phase,date,home_team,away_team,home_win,home_win_rate_10,home_runs_scored_10,home_runs_allowed_10,away_win_rate_10,away_runs_scored_10,away_runs_allowed_10,home_starter_ERA,home_starter_WHIP,home_starter_FIP,away_starter_ERA,away_starter_WHIP,away_starter_FIP,home_bullpen_ERA,home_bullpen_WHIP,away_bullpen_ERA,away_bullpen_WHIP,home_lineup_OPS,home_lineup_OBP,home_lineup_SLG,away_lineup_OPS,away_lineup_OBP,away_lineup_SLG,win_rate_diff,runs_scored_diff,run_diff_10,starter_ERA_diff,starter_WHIP_diff,starter_FIP_diff,lineup_OPS_diff,lineup_OBP_diff,lineup_SLG_diff,bullpen_ERA_diff,bullpen_WHIP_diff
91ohx,CPBL-2026-oB,2026,一軍,2026-05-20,富邦悍將,統一7-ELEVEn獅,1,0.7,5.6,3.6,0.6,2.7,2.6,0.0,0.789,3.314,1.125,0.75,2.248,2.0856666666666666,1.1323333333333334,1.862,1.0474999999999999,0.7526666666666667,0.35511111111111116,0.3973333333333333,0.6342222222222222,0.28744444444444445,0.3466666666666667,0.09999999999999998,2.8999999999999995,1.8999999999999995,-1.125,0.039000000000000035,1.0659999999999998,0.11844444444444446,0.06766666666666671,0.05066666666666664,0.22366666666666646,0.08483333333333354
FT4zg,CPBL-2026-oB,2026,一軍,2026-05-20,樂天桃猿,中信兄弟,1,0.3,1.8,2.7,0.4,2.7,4.2,3.429,1.19,2.45,4.304,1.217,4.172,2.026,1.1242,6.5177499999999995,1.4375,0.5435555555555556,0.26866666666666666,0.275,0.6607777777777778,0.33011111111111113,0.33066666666666666,-0.10000000000000003,-0.9000000000000001,0.5999999999999999,-0.8750000000000004,-0.027000000000000135,-1.7219999999999995,-0.11722222222222223,-0.06144444444444447,-0.05566666666666664,-4.49175,-0.3132999999999999
2jwzB,CPBL-2026-oB,2026,一軍,2026-05-20,味全龍,台鋼雄鷹,1,0.5,3.0,2.7,0.4,2.5,2.9,3.228,1.304,4.726,1.239,1.018,2.915,0.7474000000000001,1.0704,1.872,0.8563333333333333,0.6363333333333334,0.3055555555555556,0.3307777777777778,0.6916666666666667,0.3401111111111111,0.35144444444444445,0.09999999999999998,0.5,0.6999999999999997,1.989,0.28600000000000003,1.811,-0.055333333333333234,-0.034555555555555506,-0.020666666666666667,-1.1246,0.21406666666666674
XkgRb,CPBL-2026-oB,2026,一軍,2026-05-19,味全龍,台鋼雄鷹,1,0.5,3.3,3.0,0.5,2.8,2.9,1.82,0.978,3.335,3.064,1.128,3.7,2.4596666666666667,1.39,9.529,1.941,0.7492222222222222,0.355,0.39444444444444443,0.7238888888888888,0.363,0.36077777777777775,0.0,0.5,0.3999999999999999,-1.244,-0.1499999999999999,-0.3650000000000002,0.02533333333333343,-0.008000000000000007,0.03366666666666668,-7.069333333333333,-0.5510000000000002
BWiPO,CPBL-2026-oB,2026,一軍,2026-05-17,富邦悍將,台鋼雄鷹,0,0.8,5.6,3.4,0.5,2.4,2.4,13.5,2.4,9.598,1.286,0.857,2.819,3.9456,1.6722000000000001,2.4168333333333334,1.1445,0.7405555555555555,0.35933333333333334,0.3811111111111111,0.6216666666666666,0.3015555555555556,0.3198888888888889,0.30000000000000004,3.1999999999999997,2.1999999999999997,12.214,1.543,6.779000000000001,0.11888888888888893,0.05777777777777776,0.06122222222222223,1.5287666666666668,0.5277000000000001
zsQYA,CPBL-2026-oB,2026,一軍,2026-05-17,味全龍,樂天桃猿,1,0.5,3.7,3.4,0.3,2.0,3.4,3.126,1.389,3.377,4.026,1.132,4.787,4.109,1.435,3.2985,1.0790000000000002,0.7305555555555556,0.35144444444444445,0.3791111111111111,0.482,0.23911111111111114,0.24288888888888888,0.2,1.7000000000000002,1.7000000000000002,-0.8999999999999999,0.2570000000000001,-1.4100000000000001,0.24855555555555564,0.11233333333333331,0.13622222222222224,0.8104999999999998,0.35599999999999987
MiNrZ,CPBL-2026-oB,2026,一軍,2026-05-17,統一7-ELEVEn獅,中信兄弟,1,0.6,3.2,2.5,0.4,2.6,4.1,2.118,1.294,3.645,6.231,2.308,3.229,2.6458,1.2606,3.8322499999999997,1.3784999999999998,0.7224444444444444,0.31255555555555553,0.41022222222222227,0.6917777777777778,0.343,0.3487777777777778,0.19999999999999996,0.6000000000000001,2.1999999999999997,-4.1129999999999995,-1.0139999999999998,0.4159999999999999,0.03066666666666662,-0.030444444444444496,0.06144444444444447,-1.1864499999999998,-0.1178999999999999
iYUUY,CPBL-2026-oB,2026,一軍,2026-05-16,富邦悍將,台鋼雄鷹,1,0.7,5.1,3.4,0.5,2.1,2.0,3.75,1.208,3.164,4.5,2.5,6.122,2.81725,1.17075,2.9273333333333333,1.199,0.7574444444444445,0.35777777777777775,0.39966666666666667,0.7808888888888889,0.37077777777777776,0.4103333333333333,0.19999999999999996,2.9999999999999996,1.5999999999999996,-0.75,-1.292,-2.9579999999999997,-0.02344444444444438,-0.013000000000000012,-0.010666666666666658,-0.11008333333333331,-0.02825000000000011
OcarC,CPBL-2026-oB,2026,一軍,2026-05-16,味全龍,樂天桃猿,1,0.4,3.8,3.8,0.3,1.9,3.4,0.9,0.95,2.148,0.953,0.741,0.774,2.5123333333333333,0.8716666666666666,0.3855,1.209,0.698,0.3398888888888889,0.358,0.604,0.3032222222222222,0.30088888888888893,0.10000000000000003,1.9,1.5,-0.052999999999999936,0.20899999999999996,1.374,0.09399999999999997,0.03666666666666668,0.05711111111111106,2.1268333333333334,-0.3373333333333335
tNRvn,CPBL-2026-oB,2026,一軍,2026-05-16,統一7-ELEVEn獅,中信兄弟,0,0.7,3.5,2.4,0.3,2.5,4.3,1.817,1.038,2.94,1.5,1.0,2.331,,,2.284,1.3595,0.6673333333333333,0.3057777777777778,0.36144444444444446,0.6847777777777778,0.33466666666666667,0.35011111111111115,0.39999999999999997,1.0,2.9,0.31699999999999995,0.038000000000000034,0.609,-0.017444444444444485,-0.028888888888888853,0.011333333333333306,,
5VI0o,CPBL-2026-oB,2026,一軍,2026-05-15,富邦悍將,台鋼雄鷹,1,0.6,4.9,3.8,0.6,2.5,1.8,2.0,1.167,3.081,1.607,1.0,2.712,1.3195,1.067,1.0385,0.577,0.7633333333333333,0.3438888888888889,0.4195555555555555,0.6295555555555556,0.31455555555555553,0.3147777777777778,0.0,2.4000000000000004,0.4000000000000006,0.393,0.16700000000000004,0.3689999999999998,0.13377777777777766,0.029333333333333378,0.10477777777777769,0.2809999999999999,0.49
5MVVm,CPBL-2026-oB,2026,一軍,2026-05-15,味全龍,樂天桃猿,1,0.4,3.8,3.8,0.4,2.1,3.2,0.386,1.071,1.926,4.101,1.557,5.276,1.921,1.0462500000000001,7.762666666666667,2.0433333333333334,0.6866666666666666,0.33088888888888884,0.35577777777777775,0.5515555555555555,0.2991111111111111,0.25222222222222224,0.0,1.6999999999999997,1.1,-3.715,-0.486,-3.3499999999999996,0.13511111111111118,0.03177777777777774,0.10355555555555551,-5.841666666666667,-0.9970833333333333
bvKOH,CPBL-2026-oB,2026,一軍,2026-05-15,統一7-ELEVEn獅,中信兄弟,0,0.7,3.1,1.8,0.3,2.0,3.9,1.913,1.087,2.502,1.976,0.927,2.095,3.09875,1.1955,2.611,0.9575,0.6682222222222223,0.293,0.37533333333333335,0.6644444444444445,0.3154444444444444,0.3488888888888889,0.39999999999999997,1.1,3.2,-0.06299999999999994,0.15999999999999992,0.4069999999999996,0.003777777777777769,-0.022444444444444434,0.026444444444444437,0.4877499999999997,0.238
VxdTV,CPBL-2026-oB,2026,一軍,2026-05-14,台鋼雄鷹,樂天桃猿,1,0.5,2.2,2.2,0.4444444444444444,2.1,3.1,1.5,1.067,2.764,2.734,0.911,3.378,0.0,0.523,2.3153333333333337,1.0183333333333333,0.6822222222222223,0.3425555555555555,0.33977777777777773,0.5821111111111111,0.2822222222222222,0.3001111111111111,0.05555555555555558,0.10000000000000009,1.0,-1.234,0.15599999999999992,-0.6140000000000003,0.10011111111111115,0.060333333333333294,0.03966666666666663,-2.3153333333333337,-0.4953333333333333
cdjBA,CPBL-2026-oB,2026,一軍,2026-05-13,台鋼雄鷹,樂天桃猿,0,0.5,2.6,2.8,0.4444444444444444,2.1,3.2,3.6,1.15,3.898,3.857,1.257,2.426,3.1025,1.0154999999999998,0.7595000000000001,1.05,0.7222222222222222,0.33455555555555555,0.38766666666666666,0.624,0.30066666666666664,0.32333333333333336,0.05555555555555558,0.5,0.9000000000000004,-0.2570000000000001,-0.10699999999999998,1.472,0.09822222222222221,0.03388888888888891,0.0643333333333333,2.343,-0.0345000000000002
BSRnd,CPBL-2026-oB,2026,一軍,2026-05-13,中信兄弟,富邦悍將,0,0.3,1.9,2.5,0.6,3.8,3.6,3.894,1.154,3.892,2.769,1.308,3.267,2.9146,1.1358000000000001,4.47525,1.42325,0.6775555555555556,0.32866666666666666,0.3491111111111111,0.7578888888888888,0.33866666666666667,0.41922222222222216,-0.3,-1.9,-0.7999999999999998,1.125,-0.15400000000000014,0.625,-0.08033333333333326,-0.010000000000000009,-0.07011111111111107,-1.5606499999999999,-0.28744999999999976
iZ5KQ,CPBL-2026-oB,2026,一軍,2026-05-13,統一7-ELEVEn獅,味全龍,1,0.6,3.2,2.2,0.5,3.8,3.6,1.059,0.765,2.115,1.521,0.972,3.505,1.9805,1.1735000000000002,2.747,1.149,0.6727777777777777,0.3191111111111111,0.354,0.7073333333333333,0.3373333333333333,0.37,0.09999999999999998,-0.5999999999999996,0.8000000000000003,-0.46199999999999997,-0.20699999999999996,-1.3899999999999997,-0.03455555555555556,-0.018222222222222195,-0.016000000000000014,-0.7665,0.02450000000000019
