game_id,season_id,year,phase,date,home_team,away_team,home_win,home_win_rate_10,home_runs_scored_10,home_runs_allowed_10,away_win_rate_10,away_runs_scored_10,away_runs_allowed_10,home_starter_ERA,home_starter_WHIP,home_starter_FIP,away_starter_ERA,away_starter_WHIP,away_starter_FIP,home_bullpen_ERA,home_bullpen_WHIP,away_bullpen_ERA,away_bullpen_WHIP,home_lineup_OPS,home_lineup_OBP,home_lineup_SLG,away_lineup_OPS,away_lineup_OBP,away_lineup_SLG,win_rate_diff,runs_scored_diff,run_diff_10,starter_ERA_diff,starter_WHIP_diff,starter_FIP_diff,lineup_OPS_diff,lineup_OBP_diff,lineup_SLG_diff,bullpen_ERA_diff,bullpen_WHIP_diff
MSTMG,CPBL-2024-xa,2024,一軍,2024-08-03,中信兄弟,富邦悍將,1,0.5,5.6,4.1,0.6,4.1,3.4,2.847,1.156,2.38,0.0,0.286,1.408,4.15025,1.35775,3.38875,1.327,0.7742222222222223,0.3635555555555555,0.41055555555555556,0.6912222222222222,0.3367777777777778,0.35444444444444445,-0.09999999999999998,1.5,0.8000000000000003,2.847,0.8699999999999999,0.972,0.08300000000000007,0.026777777777777734,0.05611111111111111,0.7614999999999998,0.030750000000000055
aVAYG,CPBL-2024-xa,2024,一軍,2024-08-03,味全龍,樂天桃猿,0,0.4,2.9,5.2,0.6,4.8,3.8,3.176,1.176,3.216,2.053,1.129,3.43,5.192,1.038,,,0.6433333333333333,0.30666666666666664,0.33666666666666667,0.7146666666666667,0.32833333333333337,0.38622222222222224,-0.19999999999999996,-1.9,-3.3000000000000003,1.1230000000000002,0.04699999999999993,-0.21399999999999997,-0.07133333333333336,-0.021666666666666723,-0.049555555555555575,,
KDlkZ,CPBL-2024-xa,2024,一軍,2024-08-03,台鋼雄鷹,統一7-ELEVEn獅,1,0.3,3.3,5.3,0.7,6.5,3.0,2.613,1.161,3.303,1.417,0.926,2.168,3.9269999999999996,1.698,4.9635,1.63475,0.7076666666666667,0.3387777777777778,0.3691111111111111,0.7867777777777777,0.3644444444444444,0.42233333333333334,-0.39999999999999997,-3.2,-5.5,1.196,0.235,1.1349999999999998,-0.07911111111111102,-0.025666666666666615,-0.053222222222222226,-1.0365000000000002,0.06325000000000003
emHsq,CPBL-2024-xa,2024,一軍,2024-08-02,中信兄弟,富邦悍將,1,0.4,5.2,4.1,0.6,3.7,4.1,1.367,0.835,2.476,3.871,1.39,3.817,4.355666666666667,1.4183333333333332,3.721,1.2363333333333333,0.774888888888889,0.3632222222222222,0.4117777777777778,0.7158888888888888,0.33977777777777773,0.37622222222222224,-0.19999999999999996,1.5,1.5,-2.504,-0.5549999999999999,-1.3410000000000002,0.05900000000000016,0.02344444444444449,0.03555555555555556,0.6346666666666669,0.18199999999999994
LB5YZ,CPBL-2024-xa,2024,一軍,2024-08-02,味全龍,樂天桃猿,1,0.4,2.9,5.3,0.6,4.6,4.2,2.943,1.365,4.06,4.167,1.389,4.048,1.086,0.7995,4.201666666666667,1.338,0.669,0.32255555555555554,0.34611111111111115,0.683,0.32,0.3631111111111111,-0.19999999999999996,-1.6999999999999997,-2.7999999999999994,-1.2239999999999998,-0.02400000000000002,0.011999999999999567,-0.014000000000000012,0.002555555555555533,-0.01699999999999996,-3.115666666666667,-0.5385000000000001
pMMSk,CPBL-2024-xa,2024,一軍,2024-08-02,台鋼雄鷹,統一7-ELEVEn獅,0,0.3,3.5,5.5,0.7,6.9,3.0,2.875,1.25,2.622,2.004,1.074,1.891,3.767666666666667,1.3760000000000001,4.019,1.443,0.7013333333333334,0.34044444444444444,0.3608888888888889,0.7958888888888889,0.3688888888888889,0.4268888888888889,-0.39999999999999997,-3.4000000000000004,-5.9,0.871,0.17599999999999993,0.7309999999999999,-0.0945555555555555,-0.02844444444444444,-0.06599999999999995,-0.2513333333333332,-0.06699999999999995
yOmDV,CPBL-2024-xa,2024,一軍,2024-08-01,富邦悍將,樂天桃猿,0,0.6,4.0,4.4,0.6,4.8,4.2,3.086,1.8,4.493,4.395,1.688,3.68,3.28325,1.26325,1.7585000000000002,1.1195,0.7156666666666667,0.336,0.37977777777777777,0.6514444444444444,0.30088888888888893,0.3507777777777778,0.0,-0.7999999999999998,-1.0,-1.3089999999999997,0.1120000000000001,0.8130000000000002,0.06422222222222229,0.03511111111111109,0.02899999999999997,1.5247499999999996,0.14375000000000004
VivBq,CPBL-2024-xa,2024,一軍,2024-07-31,中信兄弟,統一7-ELEVEn獅,0,0.5,4.9,3.4,0.7,6.7,2.7,7.043,1.696,3.775,2.686,1.115,2.808,3.968,1.3549999999999998,2.8345000000000002,1.64075,0.7518888888888889,0.35511111111111116,0.3971111111111111,0.7253333333333334,0.34244444444444444,0.38277777777777783,-0.19999999999999996,-1.7999999999999998,-2.4999999999999996,4.357,0.581,0.9670000000000001,0.026555555555555554,0.012666666666666715,0.014333333333333254,1.1334999999999997,-0.28575000000000017
YATqZ,CPBL-2024-xa,2024,一軍,2024-07-31,台鋼雄鷹,味全龍,0,0.4,3.3,5.1,0.3,2.0,5.4,3.991,1.513,3.096,3.042,0.93,3.291,3.6358000000000006,1.4285999999999999,3.32425,1.0875,0.6788888888888889,0.32833333333333337,0.35033333333333333,0.6774444444444444,0.32411111111111107,0.35344444444444445,0.10000000000000003,1.2999999999999998,1.6000000000000005,0.9490000000000003,0.5829999999999999,-0.19499999999999984,0.0014444444444444704,0.004222222222222294,-0.00311111111111112,0.31155000000000044,0.34109999999999996
uvOIc,CPBL-2024-xa,2024,一軍,2024-07-30,台鋼雄鷹,味全龍,1,0.3,3.5,5.5,0.3,2.1,5.8,4.125,1.375,3.539,2.65,1.215,2.809,4.103400000000001,1.4289999999999998,0.9984999999999999,0.8089999999999999,0.698,0.335,0.363,0.6588888888888889,0.3213333333333333,0.3375555555555556,0.0,1.4,1.6999999999999997,1.475,0.15999999999999992,0.73,0.039111111111111097,0.013666666666666716,0.02544444444444438,3.1049000000000007,0.6199999999999999
ZHooY,CPBL-2024-xa,2024,一軍,2024-07-28,富邦悍將,台鋼雄鷹,1,0.6,3.7,4.8,0.3,3.5,5.0,,,,2.812,1.312,2.684,6.848,1.8840000000000001,3.4647500000000004,1.5645,0.7,0.33355555555555555,0.36666666666666664,0.7355555555555555,0.35366666666666663,0.38199999999999995,0.3,0.20000000000000018,0.40000000000000036,,,,-0.03555555555555556,-0.02011111111111108,-0.01533333333333331,3.3832499999999994,0.3195000000000001
xG4Pb,CPBL-2024-xa,2024,一軍,2024-07-28,統一7-ELEVEn獅,味全龍,1,0.6,6.0,2.8,0.4,2.3,5.0,2.005,1.054,2.884,3.076,1.139,3.16,3.971,1.279,5.0935,1.401,0.7498888888888889,0.35433333333333333,0.396,0.6225555555555555,0.3102222222222222,0.31222222222222223,0.19999999999999996,3.7,5.9,-1.0710000000000002,-0.08499999999999996,-0.27600000000000025,0.1273333333333334,0.044111111111111156,0.08377777777777778,-1.1224999999999996,-0.12200000000000011
4ucfI,CPBL-2024-xa,2024,一軍,2024-07-28,樂天桃猿,中信兄弟,1,0.5,4.8,4.4,0.6,4.8,3.1,2.008,1.128,3.506,2.866,1.161,3.492,2.1125,1.3295,2.993,1.3266666666666667,0.7143333333333334,0.33166666666666667,0.38266666666666665,0.7491111111111111,0.3587777777777778,0.38999999999999996,-0.09999999999999998,0.0,-1.3000000000000003,-0.8580000000000001,-0.03300000000000014,0.01399999999999979,-0.034777777777777685,-0.02711111111111114,-0.007333333333333303,-0.8805000000000001,0.0028333333333332433
9P0zZ,CPBL-2024-xa,2024,一軍,2024-07-27,富邦悍將,台鋼雄鷹,1,0.6,3.9,5.0,0.3,3.6,5.7,2.104,1.013,3.434,2.7,1.161,3.305,4.729666666666667,1.6046666666666667,5.064666666666667,1.4056666666666668,0.7088888888888889,0.3353333333333333,0.3735555555555556,0.7616666666666667,0.37155555555555553,0.39011111111111113,0.3,0.2999999999999998,1.0,-0.5960000000000001,-0.14800000000000013,0.129,-0.05277777777777781,-0.03622222222222221,-0.016555555555555546,-0.33499999999999996,0.19899999999999984
qdp9J,CPBL-2024-xa,2024,一軍,2024-07-27,統一7-ELEVEn獅,味全龍,1,0.5,6.0,3.1,0.5,3.4,5.2,1.53,0.94,2.182,2.969,1.398,3.954,3.24,1.12,3.3005,0.96,0.7903333333333333,0.3686666666666667,0.42166666666666663,0.6575555555555556,0.32,0.3377777777777778,0.0,2.6,4.7,-1.4389999999999998,-0.45799999999999996,-1.7720000000000002,0.13277777777777777,0.04866666666666669,0.08388888888888885,-0.060499999999999776,0.16000000000000014
WkPyG,CPBL-2024-xa,2024,一軍,2024-07-27,樂天桃猿,中信兄弟,0,0.6,5.7,4.4,0.6,5.6,3.5,5.86,1.744,4.448,2.976,1.169,2.425,2.8256,1.2542,3.0555,1.2825,0.6246666666666667,0.2945555555555555,0.3297777777777778,0.7567777777777778,0.3561111111111111,0.40055555555555555,0.0,0.10000000000000053,-0.7999999999999998,2.8840000000000003,0.575,2.0230000000000006,-0.13211111111111107,-0.061555555555555586,-0.07077777777777777,-0.22989999999999977,-0.028299999999999992
OQ3Eh,CPBL-2024-xa,2024,一軍,2024-07-26,富邦悍將,台鋼雄鷹,1,0.5,4.0,5.9,0.4,4.1,5.6,4.039,1.37,3.819,2.908,1.231,2.476,2.2053333333333334,1.0966666666666667,2.935,1.272,0.7145555555555556,0.3361111111111111,0.37877777777777777,0.7167777777777778,0.342,0.375,0.09999999999999998,-0.09999999999999964,-0.40000000000000036,1.1309999999999998,0.139,1.343,-0.0022222222222222365,-0.0058888888888889435,0.003777777777777769,-0.7296666666666667,-0.17533333333333334
U4VmL,CPBL-2024-xa,2024,一軍,2024-07-23,味全龍,富邦悍將,0,0.5,3.5,5.4,0.5,4.3,6.5,2.823,1.118,3.081,7.714,2.357,4.408,5.218333333333334,1.3106666666666666,1.3365,1.086,0.6819999999999999,0.3164444444444444,0.36566666666666664,0.7198888888888889,0.33588888888888885,0.38411111111111107,0.0,-0.7999999999999998,0.2999999999999998,-4.891,-1.239,-1.3270000000000004,-0.03788888888888897,-0.01944444444444443,-0.01844444444444443,3.8818333333333337,0.22466666666666657
iaCF5,CPBL-2024-xa,2024,一軍,2024-07-23,樂天桃猿,統一7-ELEVEn獅,1,0.5,5.7,4.6,0.5,6.0,3.6,4.408,1.668,3.688,2.859,1.165,2.769,3.8586666666666667,1.4503333333333333,2.915,1.108,0.7258888888888888,0.33566666666666667,0.3904444444444445,0.8031111111111111,0.3864444444444445,0.41700000000000004,0.0,-0.2999999999999998,-1.2999999999999994,1.5490000000000004,0.5029999999999999,0.919,-0.0772222222222223,-0.05077777777777781,-0.026555555555555554,0.9436666666666667,0.34233333333333316
9jesg,CPBL-2024-xa,2024,一軍,2024-07-18,樂天桃猿,味全龍,0,0.5,5.7,4.4,0.4,3.3,5.6,5.289,1.763,4.699,3.277,1.405,4.18,1.5394999999999999,0.9524999999999999,1.0405,0.8285,0.7268888888888889,0.33944444444444444,0.3874444444444445,0.733111111111111,0.34122222222222226,0.3918888888888889,0.09999999999999998,2.4000000000000004,3.5999999999999996,2.0119999999999996,0.3579999999999999,0.5190000000000001,-0.006222222222222129,-0.0017777777777778225,-0.0044444444444444176,0.4989999999999999,0.12399999999999989
JtLuX,CPBL-2024-xa,2024,一軍,2024-07-17,樂天桃猿,味全龍,1,0.5,5.1,4.1,0.4,2.8,4.7,4.177,1.624,3.802,3.701,1.264,3.274,3.2045,1.3625,4.04825,1.22925,0.7135555555555555,0.3353333333333333,0.3781111111111111,0.6177777777777778,0.294,0.324,0.09999999999999998,2.3,2.9000000000000004,0.47599999999999953,0.3600000000000001,0.528,0.09577777777777774,0.04133333333333333,0.05411111111111111,-0.8437500000000004,0.1332500000000001
ncOZn,CPBL-2024-xa,2024,一軍,2024-07-17,統一7-ELEVEn獅,台鋼雄鷹,0,0.5,5.4,3.0,0.3,3.5,5.9,3.955,1.529,3.638,4.0,1.222,3.955,4.7516,1.4712,4.052666666666666,1.348,0.7267777777777779,0.3502222222222222,0.3764444444444444,0.7034444444444445,0.3392222222222222,0.364,0.2,1.9000000000000004,4.800000000000001,-0.04499999999999993,0.30699999999999994,-0.31700000000000017,0.023333333333333317,0.01100000000000001,0.012444444444444425,0.6989333333333336,0.12319999999999998
1VZWk,CPBL-2024-xa,2024,一軍,2024-07-17,富邦悍將,中信兄弟,0,0.6,4.1,5.7,0.5,5.0,3.6,,,,3.33,1.15,3.122,4.4854,1.6174,3.3192500000000003,1.31475,0.7117777777777777,0.34044444444444444,0.37144444444444447,0.7478888888888888,0.3507777777777778,0.3973333333333333,0.09999999999999998,-0.9000000000000004,-3.0000000000000004,,,,-0.036111111111111094,-0.010333333333333361,-0.02588888888888885,1.16615,0.30264999999999986
zTDvh,CPBL-2024-xa,2024,一軍,2024-07-16,統一7-ELEVEn獅,台鋼雄鷹,1,0.5,5.4,3.0,0.3,3.5,6.1,3.02,1.145,2.865,3.273,1.091,2.031,3.1430000000000002,1.273,3.63025,1.4537499999999999,0.7376666666666667,0.3423333333333333,0.3953333333333333,0.7193333333333334,0.35033333333333333,0.369,0.2,1.9000000000000004,5.0,-0.2530000000000001,0.05400000000000005,0.8340000000000001,0.018333333333333313,-0.008000000000000007,0.02633333333333332,-0.48724999999999996,-0.18074999999999997
37R7o,CPBL-2024-xa,2024,一軍,2024-07-16,富邦悍將,中信兄弟,1,0.6,4.5,5.9,0.5,4.8,2.9,1.908,1.124,2.274,5.53,1.789,4.026,4.33025,1.816,3.5484999999999998,1.28525,0.6648888888888889,0.32666666666666666,0.3383333333333333,0.7516666666666667,0.35677777777777775,0.39488888888888884,0.09999999999999998,-0.2999999999999998,-3.3000000000000003,-3.6220000000000003,-0.6649999999999998,-1.7519999999999998,-0.08677777777777784,-0.03011111111111109,-0.056555555555555526,0.7817500000000006,0.53075
PiN6j,CPBL-2024-xa,2024,一軍,2024-07-14,台鋼雄鷹,樂天桃猿,1,0.3,3.6,5.8,0.5,4.8,4.2,4.263,1.534,4.904,4.408,1.327,3.959,3.8569999999999998,1.3363333333333334,3.83575,1.312,0.6484444444444445,0.31677777777777777,0.33166666666666667,0.714111111111111,0.3367777777777778,0.3775555555555556,-0.2,-1.1999999999999997,-2.7999999999999994,-0.14500000000000046,0.20700000000000007,0.9449999999999998,-0.06566666666666654,-0.020000000000000018,-0.045888888888888923,0.02124999999999977,0.024333333333333318
M6ja3,CPBL-2024-xa,2024,一軍,2024-07-14,富邦悍將,統一7-ELEVEn獅,1,0.6,4.7,6.2,0.6,6.4,3.1,2.613,1.016,3.703,2.047,1.066,1.942,2.131666666666667,1.0736666666666668,4.8919999999999995,1.486,0.6632222222222223,0.31377777777777777,0.34933333333333333,0.7445555555555556,0.34288888888888885,0.40144444444444444,0.0,-1.7000000000000002,-4.800000000000001,0.5659999999999998,-0.050000000000000044,1.761,-0.08133333333333337,-0.029111111111111088,-0.05211111111111111,-2.7603333333333326,-0.4123333333333332
dSu1e,CPBL-2024-xa,2024,一軍,2024-07-14,中信兄弟,味全龍,0,0.6,5.8,3.0,0.3,2.8,4.9,1.473,0.982,2.904,3.121,1.176,3.333,2.224,1.271,1.138,0.8049999999999999,0.7554444444444445,0.3526666666666667,0.4027777777777778,0.6615555555555556,0.3191111111111111,0.3425555555555555,0.3,3.0,4.9,-1.648,-0.19399999999999995,-0.42900000000000027,0.09388888888888891,0.03355555555555556,0.06022222222222229,1.0860000000000003,0.46599999999999997
mJRc6,CPBL-2024-xa,2024,一軍,2024-07-13,富邦悍將,統一7-ELEVEn獅,0,0.6,5.1,6.4,0.6,6.0,3.2,4.526,1.526,4.284,1.645,0.957,2.262,5.99625,2.032,4.2490000000000006,1.6305,0.7117777777777777,0.3213333333333333,0.3904444444444444,0.6978888888888889,0.3267777777777778,0.37133333333333335,0.0,-0.9000000000000004,-4.1000000000000005,2.881,0.5690000000000001,2.022,0.01388888888888884,-0.005444444444444474,0.01911111111111108,1.7472499999999993,0.40149999999999997
SgPEy,CPBL-2024-xa,2024,一軍,2024-07-13,台鋼雄鷹,樂天桃猿,0,0.3,4.1,5.9,0.5,5.3,4.6,2.842,1.191,3.481,2.663,1.255,2.704,4.148,1.3973333333333333,2.9265000000000003,1.2859999999999998,0.6967777777777777,0.3417777777777778,0.355,0.7037777777777777,0.3304444444444445,0.37344444444444447,-0.2,-1.2000000000000002,-2.500000000000001,0.17900000000000027,-0.06399999999999983,0.7769999999999997,-0.007000000000000006,0.011333333333333306,-0.018444444444444485,1.2214999999999994,0.1113333333333335
2QgEq,CPBL-2024-xa,2024,一軍,2024-07-13,中信兄弟,味全龍,1,0.6,4.9,3.1,0.3,3.2,4.9,3.245,1.21,2.491,2.716,1.331,3.797,4.899,1.447,4.713,1.309,0.7484444444444445,0.35133333333333333,0.397,0.7491111111111111,0.3678888888888889,0.381,0.3,1.7000000000000002,3.5000000000000004,0.5289999999999999,-0.121,-1.306,-0.0006666666666665932,-0.016555555555555546,0.016000000000000014,0.18599999999999994,0.13800000000000012
