feature,coefficient
bullpen_WHIP_diff,-0.18704866309464105
run_diff_10,0.13100969766609183
bullpen_ERA_diff,0.1090100693955317
starter_FIP_diff,-0.08409447280077795
runs_scored_diff,-0.08287971301632585
lineup_SLG_diff,0.07713447919284586
win_rate_diff,-0.06651239586793561
starter_WHIP_diff,-0.06089974556706192
lineup_OPS_diff,0.05013032071578652
starter_ERA_diff,0.03409841565376621
lineup_OBP_diff,0.002860902321066414
