game_id,season_id,year,phase,group,date,started_at,ended_at,location,innings,audience,status,finished_status,home_team,home_team_id,away_team,away_team_id,home_runs,away_runs,home_hits,away_hits,home_errors,away_errors,home_scores,away_scores,winner_side,home_win
kp4ak,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-07,2023-10-07 17:05,2023-10-07 19:57,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,中信兄弟,rSQKE,7,1,12,3,0,0,"2,0,1,1,0,3,0,0,0","0,0,0,0,0,0,0,0,1",HOME,1
UgM52,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-06,2023-10-06 18:36,2023-10-06 23:35,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,4,3,12,7,0,0,"1,0,0,0,0,1,1,1,0","0,0,1,0,0,1,0,1,0",HOME,1
NIS8r,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-03,2023-10-03 18:35,2023-10-03 21:36,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,中信兄弟,rSQKE,2,1,11,5,0,0,"0,0,2,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0",HOME,1
Wr637,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-03,2023-10-03 18:35,2023-10-03 22:42,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,樂天桃猿,WdFR4,7,2,11,7,0,0,"0,0,4,0,2,0,0,1,0","0,0,0,0,0,2,0,0,0",HOME,1
CE5xT,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-01,2023-10-01 17:05,2023-10-01 20:43,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,1,12,7,15,0,0,"1,0,0,0,0,0,0,0,0","0,4,0,2,0,2,0,4,0",AWAY,0
rdi2v,CPBL-2023-sk,2023,一軍-3,例行賽,2023-10-01,2023-10-01 17:05,2023-10-01 19:54,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,4,0,12,4,0,0,"1,1,1,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
TKBN2,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-30,2023-09-30 17:07,2023-09-30 20:55,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,9,3,14,12,0,0,"0,1,0,1,0,3,1,3,0","0,1,0,0,0,0,0,2,0",HOME,1
Dd0cf,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-30,2023-09-30 17:05,2023-09-30 20:23,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,樂天桃猿,WdFR4,4,5,8,6,0,0,"0,0,1,0,3,0,0,0,0","0,0,0,0,0,0,0,1,4",AWAY,0
76JWH,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-29,2023-09-29 17:06,2023-09-29 20:05,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,統一7-ELEVEn獅,BLJyr,0,8,11,15,0,0,"0,0,0,0,0,0,0,0,0","0,1,1,3,0,0,1,2,0",AWAY,0
j1q3O,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-29,2023-09-29 17:05,2023-09-29 20:45,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,味全龍,YdmwO,9,6,10,10,0,0,"0,0,3,2,0,2,2,0,0","2,0,4,0,0,0,0,0,0",HOME,1
Embah,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-28,2023-09-28 18:36,2023-09-28 21:23,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,統一7-ELEVEn獅,BLJyr,6,1,11,5,0,0,"2,0,2,0,1,0,0,1,0","0,0,0,0,0,0,1,0,0",HOME,1
CWZ5z,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-28,2023-09-28 18:35,2023-09-28 21:57,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,味全龍,YdmwO,1,6,8,11,0,0,"0,0,0,0,0,0,0,1,0","1,2,0,1,0,1,0,1,0",AWAY,0
MNlbA,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-27,2023-09-27 18:35,2023-09-27 21:22,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,1,0,3,6,0,0,"0,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0",HOME,1
Sqqip,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-26,2023-09-26 18:35,2023-09-26 21:52,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,樂天桃猿,WdFR4,6,5,9,7,0,0,"1,2,0,0,2,0,0,0,1","0,0,1,0,0,0,0,1,3",HOME,1
jwqgF,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-26,2023-09-26 18:36,2023-09-26 21:26,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,1,0,5,3,0,0,"0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
rFdzd,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-25,2023-09-25 18:35,2023-09-25 21:34,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,2,1,3,6,0,0,"1,0,0,0,1,0,0,0,0","0,0,0,0,0,1,0,0,0",HOME,1
N6868,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-24,2023-09-24 17:06,2023-09-24 20:17,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,3,1,9,7,0,0,"0,0,0,0,0,1,2,0,0","0,0,0,0,1,0,0,0,0",HOME,1
HqD82,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-24,2023-09-24 17:06,2023-09-24 19:51,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,味全龍,YdmwO,0,3,4,6,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,1,1,1,0,0",AWAY,0
ZDfGV,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-23,2023-09-23 18:35,2023-09-23 21:57,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,1,4,6,11,0,0,"0,0,0,0,1,0,0,0,0","0,1,0,0,3,0,0,0,0",AWAY,0
bskMO,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-23,2023-09-23 18:35,2023-09-23 21:10,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,中信兄弟,rSQKE,4,1,7,7,0,0,"3,0,0,0,0,0,1,0,0","0,0,0,1,0,0,0,0,0",HOME,1
pVlFV,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-22,2023-09-22 18:36,2023-09-22 21:48,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,1,4,6,12,0,0,"0,0,0,0,0,0,1,0,0","0,0,0,1,2,1,0,0,0",AWAY,0
6FjH8,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-22,2023-09-22 18:36,2023-09-22 21:55,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,1,3,2,11,0,0,"0,0,0,0,0,0,1,0,0","0,0,3,0,0,0,0,0,0",AWAY,0
YORB7,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-21,2023-09-21 18:35,2023-09-21 22:11,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,富邦悍將,O2zA3,6,5,12,8,0,0,"2,1,0,0,0,0,1,0,2","0,0,0,1,0,3,1,0,0",HOME,1
P14Cf,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-21,2023-09-21 18:35,2023-09-21 22:02,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,2,1,8,6,0,0,"1,0,0,0,0,0,1,0,0","0,0,1,0,0,0,0,0,0",HOME,1
T4D6i,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-20,2023-09-20 18:35,2023-09-20 21:54,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,8,2,14,11,0,0,"2,1,0,3,0,0,0,2,0","0,0,1,0,0,0,1,0,0",HOME,1
dt5qW,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-20,2023-09-20 18:36,2023-09-20 21:31,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,2,3,7,7,0,0,"0,0,0,0,0,2,0,0,0","1,0,0,0,0,2,0,0,0",AWAY,0
BXvwe,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-19,2023-09-19 18:35,2023-09-19 22:16,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,5,11,9,14,0,0,"0,0,1,0,0,1,0,2,1","2,1,0,1,1,0,4,2,0",AWAY,0
bqmay,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-19,2023-09-19 18:35,2023-09-19 21:31,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,5,4,9,12,0,0,"1,0,1,0,2,1,0,0,0","1,1,0,0,0,0,0,1,1",HOME,1
sZcrr,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-18,2023-09-18 18:35,2023-09-18 22:35,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,中信兄弟,rSQKE,2,12,11,14,0,0,"0,2,0,0,0,0,0,0,0","1,0,1,3,1,0,2,0,4",AWAY,0
9SixA,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-17,2023-09-17 17:05,2023-09-17 20:06,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,11,0,12,3,0,0,"1,2,1,3,3,0,1,0,0","0,0,0,0,0,0,0,0,0",HOME,1
k5OH2,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-17,2023-09-17 17:07,2023-09-17 20:09,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,4,3,8,10,0,0,"0,0,0,0,0,4,0,0,0","0,2,0,0,0,0,0,1,0",HOME,1
tac0e,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-16,2023-09-16 17:05,2023-09-16 20:08,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,0,7,5,13,0,0,"0,0,0,0,0,0,0,0,0","1,0,1,1,1,1,1,1,0",AWAY,0
rDrAx,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-16,2023-09-16 17:06,2023-09-16 20:54,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,4,9,7,11,0,0,"0,2,1,0,0,0,0,1,0","2,0,0,2,1,2,0,0,2",AWAY,0
i3poe,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-15,2023-09-15 18:35,2023-09-15 22:18,樂天桃園棒球場,10,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,3,5,12,8,0,0,"0,0,0,0,2,1,0,0,0,0","1,1,0,0,0,1,0,0,0,2",AWAY,0
G2hLf,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-14,2023-09-14 18:35,2023-09-14 21:37,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,0,6,4,7,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,2,3,0",AWAY,0
juKb0,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-14,2023-09-14 18:35,2023-09-14 21:18,斗六棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,樂天桃猿,WdFR4,3,1,6,5,0,0,"0,0,0,0,0,3,0,0,0","0,0,0,0,0,1,0,0,0",HOME,1
HcPTU,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-13,2023-09-13 18:35,2023-09-13 22:17,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,5,10,8,14,0,0,"0,1,0,0,0,1,0,3,0","2,0,0,0,0,8,0,0,0",AWAY,0
hcRjy,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-13,2023-09-13 18:35,2023-09-13 21:55,斗六棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,4,3,10,9,0,0,"0,0,0,3,0,0,1,0,0","1,0,1,0,0,0,1,0,0",HOME,1
0uCre,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-12,2023-09-12 18:35,2023-09-12 22:34,新北市立新莊棒球場,12,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,1,1,6,3,0,0,"1,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0,0,0,0",TIE,
eUL69,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-12,2023-09-12 18:36,2023-09-12 21:20,斗六棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,1,2,5,7,0,0,"1,0,0,0,0,0,0,0,0","0,0,0,0,0,0,2,0,0",AWAY,0
6nChQ,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-11,2023-09-11 18:36,2023-09-11 21:41,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,7,1,8,8,0,0,"0,0,0,0,0,7,0,0,0","1,0,0,0,0,0,0,0,0",HOME,1
0Jnjb,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-10,2023-09-10 17:05,2023-09-10 20:34,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,5,7,8,12,0,0,"0,1,4,0,0,0,0,0,0","1,0,0,6,0,0,0,0,0",AWAY,0
gQanu,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-10,2023-09-10 17:06,2023-09-10 20:01,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,1,5,4,10,0,0,"0,0,0,0,0,0,0,0,1","1,1,0,1,0,0,2,0,0",AWAY,0
Z4Jeo,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-09,2023-09-09 18:31,2023-09-09 21:51,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,3,5,9,9,0,0,"1,0,0,0,0,0,0,1,1","2,1,0,1,0,1,0,0,0",AWAY,0
WHMWK,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-09,2023-09-09 17:06,2023-09-09 20:33,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,6,2,7,9,0,0,"1,0,0,0,0,2,1,2,0","0,0,1,0,0,1,0,0,0",HOME,1
jJS9b,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-08,2023-09-08 18:36,2023-09-08 21:57,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,2,4,7,7,0,0,"0,0,0,1,0,0,1,0,0","0,0,3,0,0,0,1,0,0",AWAY,0
F2gvo,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-07,2023-09-07 18:35,2023-09-07 22:05,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,3,6,9,9,0,0,"0,0,0,0,1,1,0,1,0","0,0,0,0,0,1,5,0,0",AWAY,0
E3GrM,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-07,2023-09-07 18:35,2023-09-07 21:49,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,中信兄弟,rSQKE,6,1,14,8,0,0,"0,0,0,0,0,3,3,0,0","0,1,0,0,0,0,0,0,0",HOME,1
hHKsK,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-05,2023-09-05 18:36,2023-09-05 22:58,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,5,7,6,12,0,0,"0,0,0,0,0,0,5,0,0","3,4,0,0,0,0,0,0,0",AWAY,0
GuxIE,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-05,2023-09-05 18:35,2023-09-05 21:46,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,1,4,6,8,0,0,"0,0,0,0,1,0,0,0,0","0,0,1,0,0,2,1,0,0",AWAY,0
uHkLP,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-04,2023-09-04 18:36,2023-09-04 21:20,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,0,1,4,6,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,1,0,0",AWAY,0
GJsOw,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-02,2023-09-02 17:05,2023-09-02 20:43,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,富邦悍將,O2zA3,10,1,14,8,0,0,"3,0,1,3,1,0,2,0,0","1,0,0,0,0,0,0,0,0",HOME,1
1O4qd,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-02,2023-09-02 17:05,2023-09-02 20:32,臺南市立棒球場,10,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,味全龍,YdmwO,1,4,7,5,0,0,"0,0,1,0,0,0,0,0,0,0","0,0,0,0,0,0,1,0,0,3",AWAY,0
m1wKf,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-01,2023-09-01 19:45,2023-09-01 23:08,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,2,0,6,5,0,0,"0,0,0,0,2,0,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
oTdvH,CPBL-2023-sk,2023,一軍-3,例行賽,2023-09-01,2023-09-01 18:35,2023-09-01 22:33,臺南市立棒球場,10,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,味全龍,YdmwO,6,5,13,8,0,0,"0,0,0,1,1,2,0,0,0,2","3,0,0,0,0,0,1,0,0,1",HOME,1
BIleG,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-31,2023-08-31 18:35,2023-08-31 22:43,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,7,14,10,19,0,0,"0,4,0,0,0,0,0,2,1","1,0,7,0,1,2,0,0,3",AWAY,0
RYnEc,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-31,2023-08-31 18:35,2023-08-31 22:39,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,統一7-ELEVEn獅,BLJyr,8,7,12,15,0,0,"0,0,0,2,0,3,1,2,0","0,3,1,0,0,0,0,3,0",HOME,1
zbXpA,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-30,2023-08-30 18:35,2023-08-30 22:24,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,2,4,12,7,0,0,"0,0,0,0,0,2,0,0,0","1,0,0,0,0,1,0,2,0",AWAY,0
a0g1R,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-30,2023-08-30 18:36,2023-08-30 21:58,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,5,2,8,8,0,0,"1,1,0,2,0,0,1,0,0","0,0,0,1,0,0,0,1,0",HOME,1
MH3z1,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-29,2023-08-29 18:35,2023-08-29 21:19,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,3,1,8,5,0,0,"1,0,0,0,0,1,1,0,0","0,0,0,0,0,0,0,0,1",HOME,1
nGZnr,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-29,2023-08-29 18:36,2023-08-29 22:01,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,6,5,9,9,0,0,"0,0,1,0,0,0,0,1,4","2,0,2,0,1,0,0,0,0",HOME,1
t0IzG,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-28,2023-08-28 18:36,2023-08-28 22:12,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,富邦悍將,O2zA3,8,3,12,8,0,0,"2,0,0,1,0,1,0,4,0","1,0,0,0,0,0,0,0,2",HOME,1
wxfLe,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-27,2023-08-27 17:05,2023-08-27 20:03,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,2,1,7,5,0,0,"0,2,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0",HOME,1
1UKCc,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-27,2023-08-27 17:06,2023-08-27 20:27,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,2,4,8,9,0,0,"0,0,0,0,0,2,0,0,0","0,0,0,0,0,2,0,2,0",AWAY,0
hNTzu,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-26,2023-08-26 17:05,2023-08-26 19:47,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,2,3,6,3,0,0,"0,1,0,0,0,1,0,0,0","0,0,2,1,0,0,0,0,0",AWAY,0
oqcBJ,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-25,2023-08-25 18:36,2023-08-25 21:59,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,3,1,9,8,0,0,"2,0,0,0,0,0,0,1,0","0,0,0,0,1,0,0,0,0",HOME,1
VWCEW,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-25,2023-08-25 18:35,2023-08-25 21:13,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,0,4,5,5,0,0,"0,0,0,0,0,0,0,0,0","0,0,3,1,0,0,0,0,0",AWAY,0
gQryx,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-24,2023-08-24 18:35,2023-08-24 22:37,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,12,11,18,12,0,0,"0,0,2,1,2,0,0,1,6","0,0,2,0,1,2,2,4,0",HOME,1
lfGYP,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-24,2023-08-24 18:35,2023-08-24 21:29,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,味全龍,YdmwO,7,0,11,2,0,0,"0,5,0,0,1,1,0,0","0,0,0,0,0,0,0,0,0",HOME,1
dw92Q,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-23,2023-08-23 18:35,2023-08-23 22:25,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,3,9,6,15,0,0,"1,0,2,0,0,0,0,0,0","0,0,2,0,4,0,2,1,0",AWAY,0
MM2qI,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-23,2023-08-23 18:35,2023-08-23 21:26,臺中市洲際棒球場,10,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,1,0,7,6,0,0,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0",HOME,1
LGMBa,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-22,2023-08-22 18:35,2023-08-22 21:30,嘉義市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,味全龍,YdmwO,0,2,6,6,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,2",AWAY,0
7zqIK,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-22,2023-08-22 18:35,2023-08-22 22:10,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,3,10,10,13,0,0,"1,0,0,0,0,0,0,0,2","1,0,0,1,0,0,1,2,5",AWAY,0
AVAyd,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-20,2023-08-20 17:05,2023-08-20 20:37,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,0,4,2,11,0,0,"0,0,0,0,0,0,0,0,0","0,0,1,1,1,1,0,0,0",AWAY,0
csRys,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-19,2023-08-19 17:06,2023-08-19 22:41,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,中信兄弟,rSQKE,4,7,7,8,0,0,"0,0,1,0,0,3,0,0,0","0,0,5,0,0,0,0,2,0",AWAY,0
tOXP1,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-19,2023-08-19 17:06,2023-08-19 21:14,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,統一7-ELEVEn獅,BLJyr,6,10,12,14,0,0,"1,1,0,0,0,1,0,3,0","3,0,5,0,0,0,2,0,0",AWAY,0
CjE05,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-18,2023-08-18 18:36,2023-08-18 22:15,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,中信兄弟,rSQKE,6,1,6,4,0,0,"0,1,0,2,2,0,0,1,0","0,0,0,1,0,0,0,0,0",HOME,1
wjlmR,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-18,2023-08-18 18:36,2023-08-18 23:05,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,8,6,12,16,0,0,"2,0,0,2,1,1,1,1,0","0,0,0,0,1,3,1,1,0",HOME,1
QTSyu,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-17,2023-08-17 18:45,2023-08-17 21:44,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,3,1,8,8,0,0,"0,0,0,1,0,0,0,2,0","1,0,0,0,0,0,0,0,0",HOME,1
D5A8c,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-16,2023-08-16 18:36,2023-08-16 21:26,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,3,1,7,6,0,0,"1,0,0,2,0,0,0,0,0","0,0,0,0,0,0,0,0,1",HOME,1
ASG2c,CPBL-2023-sk,2023,一軍-3,例行賽,2023-08-16,2023-08-16 18:35,2023-08-16 22:26,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,13,7,12,13,0,0,"1,1,0,0,0,8,0,3,0","2,0,0,1,0,0,2,1,1",HOME,1
