game_id,season_id,year,phase,group,date,started_at,ended_at,location,innings,audience,status,finished_status,home_team,home_team_id,away_team,away_team_id,home_runs,away_runs,home_hits,away_hits,home_errors,away_errors,home_scores,away_scores,winner_side,home_win
WqxcD,CPBL-2023-sk,2023,一軍-3,例行賽,2023-05-02,2023-05-02 18:35,2023-05-02 21:54,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,富邦悍將,O2zA3,1,8,9,11,0,0,"0,0,1,0,0,0,0,0,0","0,0,4,2,0,0,2,0,0",AWAY,0
EKAxF,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-30,2023-04-30 14:05,2023-04-30 17:48,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,樂天桃猿,WdFR4,1,8,11,17,0,0,"0,1,0,0,0,0,0,0,0","0,1,0,1,2,0,3,1,0",AWAY,0
ERNzm,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-30,2023-04-30 14:05,2023-04-30 16:57,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,0,7,2,16,0,0,"0,0,0,0,0,0,0,0,0","1,2,0,0,2,2,0,0,0",AWAY,0
d8nmB,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-29,2023-04-29 17:06,2023-04-29 20:36,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,4,7,8,10,0,0,"0,2,0,0,0,2,0,0,0","0,3,1,2,0,1,0,0,0",AWAY,0
agiGp,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-29,2023-04-29 17:06,2023-04-29 20:53,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,1,2,7,7,0,0,"0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,2,0",AWAY,0
NQFWn,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-28,2023-04-28 18:35,2023-04-28 22:28,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,7,4,8,11,0,0,"2,0,2,0,0,3,0,0,0","0,0,0,0,0,2,1,1,0",HOME,1
kRWwH,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-28,2023-04-28 18:35,2023-04-28 21:10,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,3,1,7,7,0,0,"0,0,2,0,1,0,0,0,0","0,0,0,0,0,1,0,0,0",HOME,1
EoxDD,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-27,2023-04-27 18:35,2023-04-27 21:46,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,6,4,12,7,0,0,"0,0,4,1,0,0,1,0,0","3,0,0,0,1,0,0,0,0",HOME,1
jrz3q,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-27,2023-04-27 18:35,2023-04-27 21:50,嘉義市立棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,9,2,11,6,0,0,"0,0,0,0,0,9,0,0,0","0,0,0,0,1,0,1,0,0",HOME,1
9vV4K,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-26,2023-04-26 18:35,2023-04-26 22:35,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,中信兄弟,rSQKE,6,15,11,15,0,0,"0,2,0,0,0,0,0,0,4","2,8,0,0,0,0,3,0,2",AWAY,0
CCpCC,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-26,2023-04-26 18:35,2023-04-26 22:06,斗六棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,2,1,2,7,0,0,"0,0,0,0,0,0,1,1,0","0,0,0,0,0,0,0,0,1",HOME,1
7zfDu,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-25,2023-04-25 19:30,2023-04-25 22:40,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,富邦悍將,O2zA3,3,1,10,2,0,0,"0,2,0,0,0,1,0,0,0","0,0,0,0,0,0,1,0,0",HOME,1
qqaSs,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-25,2023-04-25 18:35,2023-04-25 21:58,斗六棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,3,7,4,13,0,0,"0,0,0,0,0,0,3,0,0","1,1,4,0,0,1,0,0,0",AWAY,0
9l12t,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-24,2023-04-24 18:35,2023-04-24 22:40,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,7,4,11,8,0,0,"1,4,0,2,0,0,0,0,0","0,0,0,0,0,0,4,0,0",HOME,1
fAtXB,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-23,2023-04-23 14:05,2023-04-23 17:35,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,4,7,12,10,0,0,"0,0,0,1,0,1,0,0,2","6,0,0,0,0,1,0,0,0",AWAY,0
nfI7a,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-23,2023-04-23 14:05,2023-04-23 17:05,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,味全龍,YdmwO,2,7,8,10,0,0,"0,0,0,1,0,0,0,0,1","0,1,0,0,1,2,0,0,3",AWAY,0
B8tNu,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-22,2023-04-22 17:05,2023-04-22 20:31,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,10,7,16,14,0,0,"4,1,2,3,0,0,0,0,0","0,0,0,0,4,0,0,0,3",HOME,1
CDfSg,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-22,2023-04-22 17:05,2023-04-22 21:40,臺中市洲際棒球場,12,,FINISHED,NORMAL,中信兄弟,rSQKE,富邦悍將,O2zA3,3,3,6,8,0,0,"0,1,0,0,0,0,0,1,1,0,0,0","0,0,0,0,0,0,2,0,1,0,0,0",TIE,
JkYqJ,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-21,2023-04-21 18:36,2023-04-21 22:08,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,22,2,17,9,0,0,"3,5,0,2,0,4,7,1,0","0,0,0,0,0,0,1,0,1",HOME,1
yNzfa,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-21,2023-04-21 18:35,2023-04-21 22:13,臺北市立天母棒球場,10,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,3,2,7,5,0,0,"0,0,0,0,0,0,2,0,0,1","0,0,0,0,2,0,0,0,0,0",HOME,1
HBmAv,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-20,2023-04-20 18:35,2023-04-20 22:53,臺中市洲際棒球場,11,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,2,4,6,10,0,0,"1,0,0,0,0,0,1,0,0,0,0","0,2,0,0,0,0,0,0,0,0,2",AWAY,0
HBMvI,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-20,2023-04-20 18:36,2023-04-20 22:13,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,富邦悍將,O2zA3,2,3,8,11,0,0,"1,0,0,0,0,1,0,0,0","1,1,0,0,0,0,1,0,0",AWAY,0
c62Gx,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-18,2023-04-18 18:35,2023-04-18 21:39,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,樂天桃猿,WdFR4,2,9,10,15,0,0,"0,0,0,0,0,0,0,2,0","0,0,0,1,0,3,3,2,0",AWAY,0
rbVAq,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-18,2023-04-18 18:35,2023-04-18 22:08,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,統一7-ELEVEn獅,BLJyr,3,10,8,13,0,0,"0,0,0,0,0,2,1,0,0","1,3,0,0,3,0,1,0,2",AWAY,0
jlSfL,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-16,2023-04-16 14:05,2023-04-16 16:58,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,中信兄弟,rSQKE,9,2,12,6,0,0,"1,0,1,0,3,0,2,2,0","0,0,0,0,2,0,0,0,0",HOME,1
L78JV,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-16,2023-04-16 14:05,2023-04-16 17:20,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,0,4,5,9,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,0,1,0,3,0",AWAY,0
lXvaD,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-15,2023-04-15 17:05,2023-04-15 20:32,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,統一7-ELEVEn獅,BLJyr,9,0,15,5,0,0,"0,2,0,3,1,3,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
1H9L5,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-15,2023-04-15 17:05,2023-04-15 20:35,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,4,5,14,10,0,0,"0,0,0,2,0,1,0,0,1","2,2,0,1,0,0,0,0,0",AWAY,0
es5Wx,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-14,2023-04-14 18:35,2023-04-14 22:06,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,8,5,9,17,0,0,"0,0,0,2,0,6,0,0,0","0,0,0,2,0,3,0,0,0",HOME,1
zVRfV,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-14,2023-04-14 18:35,2023-04-14 22:15,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,WdFR4,味全龍,YdmwO,3,8,10,17,0,0,"0,0,0,1,0,0,0,2,0","2,0,1,0,1,0,2,0,2",AWAY,0
NQWDP,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-13,2023-04-13 18:35,2023-04-13 21:39,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,6,2,12,7,0,0,"0,0,1,2,1,1,0,1,0","0,1,0,0,1,0,0,0,0",HOME,1
xsYcE,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-13,2023-04-13 18:35,2023-04-13 22:09,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,3,9,8,14,0,0,"1,0,0,0,0,0,0,1,1","0,4,0,0,0,0,0,1,4",AWAY,0
dJtjv,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-12,2023-04-12 18:35,2023-04-12 21:02,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,統一7-ELEVEn獅,BLJyr,1,0,6,6,0,0,"0,1,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
y81m8,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-12,2023-04-12 18:35,2023-04-12 22:22,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,6,5,11,11,0,0,"0,1,4,0,0,0,0,1,0","0,3,0,1,0,0,1,0,0",HOME,1
suKN1,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-11,2023-04-11 18:35,2023-04-11 21:51,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,9,1,13,5,0,0,"1,0,0,0,2,3,3,0,0","0,0,0,0,1,0,0,0,0",HOME,1
jlbBv,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-09,2023-04-09 14:06,2023-04-09 17:01,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,富邦悍將,O2zA3,2,1,1,1,0,0,"0,0,0,0,1,1,0,0,0","0,0,1,0,0,0,0,0,0",HOME,1
sOnUV,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-09,2023-04-09 14:05,2023-04-09 17:43,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,4,5,8,5,0,0,"0,0,0,0,1,0,0,3,0","0,0,0,1,0,1,3,0,0",AWAY,0
rRdQh,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-08,2023-04-08 17:05,2023-04-08 21:00,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,樂天桃猿,WdFR4,5,3,8,8,0,0,"2,0,1,0,0,2,0,0,0","2,0,0,0,0,0,1,0,0",HOME,1
QSp3y,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-08,2023-04-08 17:06,2023-04-08 20:03,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,7,1,9,2,0,0,"0,2,0,1,0,0,3,1,0","0,0,0,1,0,0,0,0,0",HOME,1
OyMxi,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-07,2023-04-07 18:35,2023-04-07 21:56,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,0,4,3,12,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,0,2,0,0,1,1",AWAY,0
PXfcj,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-07,2023-04-07 18:36,2023-04-07 21:42,臺北市立天母棒球場,9,,FINISHED,NORMAL,味全龍,YdmwO,中信兄弟,rSQKE,6,4,6,6,0,0,"2,0,0,0,0,0,0,4,0","0,0,0,0,4,0,0,0,0",HOME,1
3oDf1,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-05,2023-04-05 17:30,2023-04-05 22:51,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,4,5,11,9,0,0,"0,0,0,1,0,1,2,0,0","3,0,0,1,0,0,0,1,0",AWAY,0
T3NSU,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-05,2023-04-05 17:05,2023-04-05 20:14,澄清湖棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,味全龍,YdmwO,3,1,6,4,0,0,"0,0,2,0,0,1,0,0,0","1,0,0,0,0,0,0,0,0",HOME,1
esyUR,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-04,2023-04-04 17:05,2023-04-04 20:58,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,樂天桃猿,WdFR4,7,10,13,16,0,0,"1,0,0,0,1,3,0,0,2","0,1,1,0,5,0,2,1,0",AWAY,0
JgY5r,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-04,2023-04-04 17:05,2023-04-04 19:53,澄清湖棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,中信兄弟,rSQKE,1,0,8,3,0,0,"0,0,0,0,1,0,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
cFM2e,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-03,2023-04-03 17:05,2023-04-03 20:28,新北市立新莊棒球場,9,,FINISHED,NORMAL,富邦悍將,O2zA3,味全龍,YdmwO,3,2,11,6,0,0,"1,0,0,0,0,1,0,0,1","0,0,0,0,0,0,1,1,0",HOME,1
nFCq1,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-03,2023-04-03 17:05,2023-04-03 20:11,臺南市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,BLJyr,中信兄弟,rSQKE,0,7,5,14,0,0,"0,0,0,0,0,0,0,0,0","0,0,3,0,0,1,0,1,2",AWAY,0
K17K0,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-02,2023-04-02 17:06,2023-04-02 21:52,樂天桃園棒球場,12,,FINISHED,NORMAL,樂天桃猿,WdFR4,富邦悍將,O2zA3,3,3,10,11,0,0,"0,2,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,3,0,0,0,0",TIE,
waHQI,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-02,2023-04-02 17:05,2023-04-02 20:31,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,味全龍,YdmwO,5,7,9,16,0,0,"0,0,1,0,0,2,0,2,0","0,2,0,0,3,0,2,0,0",AWAY,0
wYz6h,CPBL-2023-sk,2023,一軍-3,例行賽,2023-04-01,2023-04-01 17:21,2023-04-01 20:20,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,rSQKE,樂天桃猿,WdFR4,1,4,6,9,0,0,"0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,3,1,0",AWAY,0
MMgs8,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-29,2023-03-29 18:35,2023-03-29 22:31,澄清湖棒球場,9,,FINISHED,NORMAL,中信兄弟,oKPJU,台鋼雄鷹,1Kf5W,4,5,11,8,0,0,"0,2,0,0,0,0,1,1,0","0,0,0,2,3,0,0,0,0",AWAY,0
kLybN,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-29,2023-03-29 18:35,2023-03-29 21:47,嘉義市立棒球場,9,,FINISHED,NORMAL,樂天桃猿,KUqxu,富邦悍將,vNE5x,1,5,9,10,0,0,"0,0,0,0,0,0,1,0,0","2,0,0,0,2,1,0,0,0",AWAY,0
xgfoe,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-29,2023-03-29 18:35,2023-03-29 21:56,斗六棒球場,9,,FINISHED,NORMAL,味全龍,dChO2,統一7-ELEVEn獅,tdOwa,1,1,5,12,0,0,"0,0,1,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0",TIE,
B9PRi,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-28,2023-03-28 18:35,2023-03-28 22:06,澄清湖棒球場,9,,FINISHED,NORMAL,台鋼雄鷹,1Kf5W,統一7-ELEVEn獅,tdOwa,5,6,14,11,0,0,"0,1,0,0,2,1,1,0,0","1,1,0,0,2,1,1,0,0",AWAY,0
PRPD5,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-28,2023-03-28 18:36,2023-03-28 21:30,嘉義市立棒球場,9,,FINISHED,NORMAL,富邦悍將,vNE5x,中信兄弟,oKPJU,1,0,8,2,0,0,"0,0,0,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0",HOME,1
AsTky,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-28,2023-03-28 18:35,2023-03-28 21:21,斗六棒球場,9,,FINISHED,NORMAL,樂天桃猿,KUqxu,味全龍,dChO2,5,6,4,8,0,0,"0,0,0,0,2,3,0,0,0","0,1,0,4,0,1,0,0,0",AWAY,0
bMhsL,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-27,2023-03-27 18:35,2023-03-27 21:43,澄清湖棒球場,9,,FINISHED,NORMAL,台鋼雄鷹,1Kf5W,統一7-ELEVEn獅,tdOwa,4,10,7,18,0,0,"0,4,0,0,0,0,0,0,0","2,2,0,0,1,0,5,0,0",AWAY,0
9jRZU,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-27,2023-03-27 18:35,2023-03-27 21:44,嘉義市立棒球場,9,,FINISHED,NORMAL,富邦悍將,vNE5x,中信兄弟,oKPJU,10,3,12,9,0,0,"0,0,0,3,3,0,4,0,0","1,0,1,0,0,0,0,1,0",HOME,1
avsS6,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-27,2023-03-27 18:35,2023-03-27 21:51,斗六棒球場,9,,FINISHED,NORMAL,樂天桃猿,KUqxu,味全龍,dChO2,1,4,7,8,0,0,"0,1,0,0,0,0,0,0,0","0,0,0,0,4,0,0,0,0",AWAY,0
l2dtc,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-25,2023-03-25 18:35,2023-03-25 22:05,澄清湖棒球場,9,,FINISHED,NORMAL,台鋼雄鷹,1Kf5W,味全龍,dChO2,4,5,6,7,0,0,"0,0,1,1,0,0,0,2,0","0,1,0,0,0,1,0,3,0",AWAY,0
kB4Tw,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-25,2023-03-25 18:35,2023-03-25 21:52,嘉義市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,tdOwa,富邦悍將,vNE5x,4,3,12,6,0,0,"0,0,0,0,2,0,0,0,2","0,0,0,3,0,0,0,0,0",HOME,1
AV6BW,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-24,2023-03-24 18:35,2023-03-24 21:21,澄清湖棒球場,9,,FINISHED,NORMAL,台鋼雄鷹,1Kf5W,味全龍,dChO2,0,2,3,8,0,0,"0,0,0,0,0,0,0,0,0","0,0,1,0,0,1,0,0,0",AWAY,0
L9KFn,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-24,2023-03-24 18:35,2023-03-24 22:15,嘉義市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,tdOwa,富邦悍將,vNE5x,4,5,7,9,0,0,"0,0,4,0,0,0,0,0,0","1,0,0,1,0,2,1,0,0",AWAY,0
6iorA,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-24,2023-03-24 18:36,2023-03-24 21:41,臺中市洲際棒球場,9,,FINISHED,NORMAL,中信兄弟,oKPJU,樂天桃猿,KUqxu,3,2,10,10,0,0,"0,3,0,0,0,0,0,0,0","0,1,0,0,0,1,0,0,0",HOME,1
6NQwx,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-23,2023-03-23 18:35,2023-03-23 22:03,嘉義市立棒球場,9,,FINISHED,NORMAL,樂天桃猿,KUqxu,台鋼雄鷹,1Kf5W,16,1,10,9,0,0,"4,3,0,3,2,0,4,0,0","0,0,0,0,0,0,0,1,0",HOME,1
nty6A,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-23,2023-03-23 18:35,2023-03-23 22:15,斗六棒球場,9,,FINISHED,NORMAL,味全龍,dChO2,富邦悍將,vNE5x,3,8,11,14,0,0,"0,1,2,0,0,0,0,0,0","5,0,2,1,0,0,0,0,0",AWAY,0
vzHp2,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-22,2023-03-22 18:35,2023-03-22 22:05,澄清湖棒球場,9,,FINISHED,NORMAL,中信兄弟,oKPJU,統一7-ELEVEn獅,tdOwa,6,3,11,9,0,0,"0,1,0,1,1,3,0,0,0","0,0,0,0,0,3,0,0,0",HOME,1
aVjd2,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-22,2023-03-22 18:35,2023-03-22 22:04,斗六棒球場,9,,FINISHED,NORMAL,味全龍,dChO2,富邦悍將,vNE5x,3,10,8,17,0,0,"0,0,0,0,0,0,3,0,0","0,0,0,2,0,1,4,2,1",AWAY,0
OjzyO,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-21,2023-03-21 18:35,2023-03-21 22:31,澄清湖棒球場,9,,FINISHED,NORMAL,中信兄弟,oKPJU,統一7-ELEVEn獅,tdOwa,22,5,22,10,0,0,"3,1,8,3,0,7,0,0,0","0,0,0,0,2,2,1,0,0",HOME,1
okv3J,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-21,2023-03-21 18:35,2023-03-21 21:04,嘉義市立棒球場,9,,FINISHED,NORMAL,樂天桃猿,KUqxu,台鋼雄鷹,1Kf5W,6,0,9,7,0,0,"1,0,0,0,1,0,4,0,0","0,0,0,0,0,0,0,0,0",HOME,1
laFX4,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-19,2023-03-19 14:05,2023-03-19 16:28,澄清湖棒球場,9,,FINISHED,NORMAL,富邦悍將,vNE5x,台鋼雄鷹,1Kf5W,4,0,8,2,0,0,"0,0,0,0,0,3,0,1,0","0,0,0,0,0,0,0,0,0",HOME,1
f6rd2,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-19,2023-03-19 14:05,2023-03-19 17:18,嘉義市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,tdOwa,樂天桃猿,KUqxu,10,1,14,8,0,0,"0,2,0,5,0,1,0,2,0","0,0,0,0,1,0,0,0,0",HOME,1
GjzML,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-19,2023-03-19 14:05,2023-03-19 17:22,斗六棒球場,9,,FINISHED,NORMAL,味全龍,dChO2,中信兄弟,oKPJU,4,5,10,9,0,0,"1,0,0,2,0,0,0,0,1","0,0,0,1,0,3,0,0,1",AWAY,0
tPFAp,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-18,2023-03-18 17:05,2023-03-18 20:21,澄清湖棒球場,9,,FINISHED,NORMAL,富邦悍將,vNE5x,台鋼雄鷹,1Kf5W,9,7,10,11,0,0,"0,0,0,0,4,0,5,0,0","2,0,0,0,1,0,0,0,4",HOME,1
B3XST,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-18,2023-03-18 17:05,2023-03-18 19:42,嘉義市立棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,tdOwa,樂天桃猿,KUqxu,0,2,3,7,0,0,"0,0,0,0,0,0,0,0,0","2,0,0,0,0,0,0,0,0",AWAY,0
NgYDA,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-18,2023-03-18 17:05,2023-03-18 20:27,斗六棒球場,9,,FINISHED,NORMAL,味全龍,dChO2,中信兄弟,oKPJU,2,9,2,11,0,0,"0,0,0,2,0,0,0,0,0","0,1,1,0,6,1,0,0,0",AWAY,0
B5zRs,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-17,2023-03-17 18:38,2023-03-17 21:48,澄清湖棒球場,9,,FINISHED,NORMAL,台鋼雄鷹,1Kf5W,中信兄弟,oKPJU,2,7,7,8,0,0,"0,0,1,0,0,0,1,0,0","0,4,0,0,0,1,0,0,2",AWAY,0
7Cnr8,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-17,2023-03-17 18:35,2023-03-17 21:40,嘉義市立棒球場,9,,FINISHED,NORMAL,富邦悍將,vNE5x,樂天桃猿,KUqxu,1,4,8,8,0,0,"0,0,0,0,1,0,0,0,0","0,0,1,0,2,1,0,0,0",AWAY,0
gMU6f,CPBL-2023-yB,2023,一軍-4,春訓,2023-03-17,2023-03-17 18:35,2023-03-17 21:27,斗六棒球場,9,,FINISHED,NORMAL,統一7-ELEVEn獅,tdOwa,味全龍,dChO2,0,8,2,9,0,0,"0,0,0,0,0,0,0,0,0","0,0,0,7,0,0,1,0,0",AWAY,0
Hbz5Q,CPBL-2022-dG,2022,一軍,例行賽,2022-10-26,2022-10-26 18:35,2022-10-26 21:06,新北市立新莊棒球場,11,,FINISHED,NORMAL,富邦悍將,EAjkg,統一7-ELEVEn獅,sIhGz,2,1,5,3,0,0,"0,0,0,0,0,1,0,0,0,0,1","0,0,1,0,0,0,0,0,0,0,0",HOME,1
88OmL,CPBL-2022-dG,2022,一軍,例行賽,2022-10-25,2022-10-25 18:35,2022-10-25 21:49,樂天桃園棒球場,9,,FINISHED,NORMAL,樂天桃猿,qDCGm,富邦悍將,EAjkg,2,6,8,12,0,0,"0,0,1,0,0,0,0,1,0","0,2,0,2,0,0,0,2,0",AWAY,0
