game_id,season_id,year,date,side,team,team_id,order,is_starter,player_id,name,number,IP_out,BF,NP,H,HR,BB,SO,ER,R,HB,ERA,WHIP,FIP,WPA
6GSLX,CPBL-2026-oB,2026,2026-05-24,home,樂天桃猿,b7yJt,1,1,a5fxm,陳克羿,19,18,24,93,5,0,3,9,1,1,0,1.500,1.333,1.498,
6GSLX,CPBL-2026-oB,2026,2026-05-24,home,樂天桃猿,b7yJt,2,0,Am8Uy,蘇俊璋,00,3,3,10,0,0,0,1,0,0,0,2.919,0.973,1.538,
6GSLX,CPBL-2026-oB,2026,2026-05-24,home,樂天桃猿,b7yJt,3,0,V8XLP,陳冠宇,17,3,3,11,0,0,0,1,0,0,0,1.964,0.982,3.598,
6GSLX,CPBL-2026-oB,2026,2026-05-24,home,樂天桃猿,b7yJt,4,0,n6fv0,朱承洋,22,1,2,9,1,0,0,1,0,0,0,4.200,1.133,3.064,
6GSLX,CPBL-2026-oB,2026,2026-05-24,home,樂天桃猿,b7yJt,5,0,JYGnI,莊昕諺,77,2,2,5,0,0,0,0,0,0,0,0.600,1.000,3.464,
6GSLX,CPBL-2026-oB,2026,2026-05-24,away,富邦悍將,H0zzP,1,1,LE8GV,陳品宏,10,6,12,49,4,1,2,2,2,2,1,5.604,1.642,5.375,
6GSLX,CPBL-2026-oB,2026,2026-05-24,away,富邦悍將,H0zzP,2,0,sGfcd,江國豪,12,12,15,57,1,0,0,3,0,0,2,3.375,1.438,4.623,
6GSLX,CPBL-2026-oB,2026,2026-05-24,away,富邦悍將,H0zzP,3,0,J4GsF,李建勳,17,3,4,17,1,0,0,2,0,0,0,4.109,1.370,2.150,
6GSLX,CPBL-2026-oB,2026,2026-05-24,away,富邦悍將,H0zzP,4,0,5ZFTZ,李吳永勤,38,1,3,8,1,0,0,0,2,2,1,4.596,1.468,3.253,
6GSLX,CPBL-2026-oB,2026,2026-05-24,away,富邦悍將,H0zzP,5,0,CE17i,林栚呈,94,2,3,11,1,0,0,0,0,0,0,2.118,1.000,3.821,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,1,1,JyP3r,陳正毅,11,12,22,77,8,0,2,0,2,4,0,5.684,2.684,5.366,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,2,0,y5FKd,李欣穎,18,2,4,26,1,0,1,1,0,0,0,3.176,1.412,0.880,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,3,0,Ych1T,許峻暘,84,4,4,22,0,0,0,0,0,0,0,1.500,0.667,2.164,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,4,0,BdwFp,伍祐城,55,3,3,8,0,0,0,1,0,0,0,0.000,0.000,0.998,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,5,0,FTjP8,韋宏亮,52,1,3,14,1,0,1,0,1,1,0,9.947,2.211,4.735,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,6,0,nI8wX,施子謙,19,2,2,11,0,0,0,0,0,0,0,3.750,1.167,5.831,
CzvYx,CPBL-2026-oB,2026,2026-05-24,home,台鋼雄鷹,UuZ3x,7,0,FEjzB,林詩翔,14,3,6,18,2,0,0,1,0,2,1,0.562,0.938,2.748,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,1,1,mlpZo,胡智爲,58,9,16,52,7,0,2,1,3,3,0,7.013,1.714,5.024,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,2,0,JxUpX,鄭澔,33,1,4,20,1,0,1,0,1,2,0,27.000,6.000,11.998,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,3,0,gdEku,林子崴,17,4,6,25,3,0,0,1,0,0,0,0.000,1.105,1.735,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,4,0,8tDFK,吳承諭,57,1,2,10,0,0,1,0,0,0,0,3.240,1.080,4.678,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,5,0,wtn5T,鄭副豪,48,1,3,12,1,0,1,0,0,0,0,4.909,1.636,4.816,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,6,0,iejK5,李軍,62,5,5,17,0,0,0,2,0,0,0,1.038,0.923,2.652,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,7,0,Qmj7D,髙塩將樹,28,3,3,13,0,0,0,1,0,0,0,1.473,0.927,2.561,
CzvYx,CPBL-2026-oB,2026,2026-05-24,away,統一7-ELEVEn獅,NsGzj,8,0,h33vK,鍾允華,29,3,3,7,0,0,0,0,0,0,0,1.688,1.125,2.873,
ShsaU,CPBL-2026-oB,2026,2026-05-24,home,中信兄弟,RAe8S,1,1,lAZri,鄭浩均,33,22,29,99,7,1,1,2,4,4,0,5.953,1.299,4.179,
ShsaU,CPBL-2026-oB,2026,2026-05-24,home,中信兄弟,RAe8S,2,0,Ayn6s,游竣宥,27,2,2,8,1,0,0,0,0,0,0,7.714,1.929,6.212,
ShsaU,CPBL-2026-oB,2026,2026-05-24,home,中信兄弟,RAe8S,3,0,NiqAD,陳琥,62,3,6,26,2,0,1,1,1,1,0,3.789,1.368,4.629,
ShsaU,CPBL-2026-oB,2026,2026-05-24,away,味全龍,GJ5tu,1,1,KPTzi,鋼龍,37,18,23,94,5,0,2,6,0,0,0,2.298,1.064,2.934,
ShsaU,CPBL-2026-oB,2026,2026-05-24,away,味全龍,GJ5tu,2,0,nUjcY,李超,0,3,4,22,0,0,0,1,0,0,1,1.256,1.116,3.835,
ShsaU,CPBL-2026-oB,2026,2026-05-24,away,味全龍,GJ5tu,3,0,pZwDr,林鋅杰,77,3,4,13,0,0,1,0,0,0,0,1.929,1.357,4.426,
ShsaU,CPBL-2026-oB,2026,2026-05-24,away,味全龍,GJ5tu,4,0,Q5oCF,陳冠偉,59,3,5,25,1,0,1,2,0,0,0,0.857,0.619,2.284,
2ILp1,CPBL-2026-oB,2026,2026-05-23,home,中信兄弟,RAe8S,1,1,EsmS7,德保拉,46,24,30,91,5,1,0,3,2,2,1,1.385,0.923,3.075,
2ILp1,CPBL-2026-oB,2026,2026-05-23,home,中信兄弟,RAe8S,2,0,YKrjN,吳俊偉,94,3,3,15,0,0,0,2,0,0,0,0.000,0.667,0.331,
2ILp1,CPBL-2026-oB,2026,2026-05-23,away,味全龍,GJ5tu,1,1,7JDl0,梅賽鍶,95,24,28,95,4,0,1,4,0,0,0,2.077,1.133,2.935,
2ILp1,CPBL-2026-oB,2026,2026-05-23,away,味全龍,GJ5tu,2,0,YsKwk,林凱威,99,3,4,17,1,0,0,1,0,0,0,3.436,1.309,3.816,
5pFWP,CPBL-2026-oB,2026,2026-05-23,home,樂天桃猿,b7yJt,1,1,WnF0k,艾菩樂,23,18,29,97,9,2,2,2,2,3,0,3.420,1.140,4.918,
5pFWP,CPBL-2026-oB,2026,2026-05-23,home,樂天桃猿,b7yJt,2,0,Bq4t2,邱駿威,46,3,3,20,0,0,1,1,0,0,0,0.000,1.114,3.169,
5pFWP,CPBL-2026-oB,2026,2026-05-23,home,樂天桃猿,b7yJt,3,0,Qxjh1,舒治浩,1,3,3,16,0,0,0,2,0,0,0,0.000,0.000,-1.002,
5pFWP,CPBL-2026-oB,2026,2026-05-23,home,樂天桃猿,b7yJt,4,0,JYGnI,莊昕諺,77,3,3,9,0,0,0,0,0,0,0,0.628,1.047,3.486,
5pFWP,CPBL-2026-oB,2026,2026-05-23,away,富邦悍將,H0zzP,1,1,xGu6H,鈴木駿輔,69,21,25,89,7,1,0,4,1,1,0,2.919,1.270,3.052,
5pFWP,CPBL-2026-oB,2026,2026-05-23,away,富邦悍將,H0zzP,2,0,u7Nvt,張奕,19,3,3,7,1,0,0,0,0,0,0,0.519,1.269,3.171,
5pFWP,CPBL-2026-oB,2026,2026-05-23,away,富邦悍將,H0zzP,3,0,Fraw,曾峻岳,60,3,3,14,0,0,0,1,0,0,0,1.688,1.000,0.623,
umqEZ,CPBL-2026-oB,2026,2026-05-23,home,台鋼雄鷹,UuZ3x,1,1,mZdpx,坎南,98,21,23,83,3,0,0,8,0,0,0,2.941,1.099,2.047,
umqEZ,CPBL-2026-oB,2026,2026-05-23,home,台鋼雄鷹,UuZ3x,2,0,Zk6YH,黃群,46,1,3,10,1,0,0,1,0,0,1,1.286,1.000,2.569,
umqEZ,CPBL-2026-oB,2026,2026-05-23,home,台鋼雄鷹,UuZ3x,3,0,nVk1Q,陳柏清,66,2,2,10,0,0,1,0,0,0,0,1.286,0.857,3.331,
umqEZ,CPBL-2026-oB,2026,2026-05-23,home,台鋼雄鷹,UuZ3x,4,0,FEjzB,林詩翔,14,3,3,14,0,0,0,0,0,0,0,0.600,0.867,2.664,
umqEZ,CPBL-2026-oB,2026,2026-05-23,away,統一7-ELEVEn獅,NsGzj,1,1,CvkZv,布雷克,50,21,25,91,6,1,0,1,2,2,0,1.776,0.967,3.136,
umqEZ,CPBL-2026-oB,2026,2026-05-23,away,統一7-ELEVEn獅,NsGzj,2,0,Qmj7D,髙塩將樹,28,3,3,9,0,0,0,1,0,0,0,1.558,0.981,2.652,
iofgh,CPBL-2026-oB,2026,2026-05-22,home,台鋼雄鷹,UuZ3x,1,1,mxPQL,艾速特,30,21,24,92,5,0,0,5,1,1,0,1.714,0.929,2.355,
iofgh,CPBL-2026-oB,2026,2026-05-22,home,台鋼雄鷹,UuZ3x,2,0,Zk6YH,黃群,46,3,6,16,2,0,1,0,0,0,0,1.350,0.900,2.398,
iofgh,CPBL-2026-oB,2026,2026-05-22,home,台鋼雄鷹,UuZ3x,3,0,FEjzB,林詩翔,14,3,3,10,0,0,0,1,0,0,0,0.643,0.929,2.641,
iofgh,CPBL-2026-oB,2026,2026-05-22,away,統一7-ELEVEn獅,NsGzj,1,1,zzvID,獅帝芬,42,17,25,99,5,1,3,4,3,3,0,2.700,1.238,3.148,
iofgh,CPBL-2026-oB,2026,2026-05-22,away,統一7-ELEVEn獅,NsGzj,2,0,iejK5,李軍,62,4,6,20,1,0,1,0,0,0,0,1.286,1.143,3.141,
iofgh,CPBL-2026-oB,2026,2026-05-22,away,統一7-ELEVEn獅,NsGzj,3,0,q8Pn8,黃竣彥,40,3,5,21,2,0,0,1,0,0,1,2.893,1.500,4.284,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,1,1,upBvv,羅戈,32,18,26,94,5,0,2,3,1,1,1,2.833,1.111,2.424,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,2,0,YKrjN,吳俊偉,94,3,4,14,1,0,0,0,0,0,0,0.000,1.000,0.998,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,3,0,qQixh,呂彥青,58,3,3,17,0,0,0,1,0,0,0,2.547,0.792,3.224,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,4,0,EIhcu,李振昌,21,1,5,22,3,1,0,0,4,4,1,5.062,1.312,5.998,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,5,0,bEdyI,錢可倫,84,1,4,19,2,0,1,0,2,2,0,8.100,1.800,3.098,
xSnE1,CPBL-2026-oB,2026,2026-05-22,home,中信兄弟,RAe8S,6,0,5RDHC,蔡齊哲,50,1,1,2,0,0,0,0,0,0,0,4.000,1.778,6.109,
xSnE1,CPBL-2026-oB,2026,2026-05-22,away,味全龍,GJ5tu,1,1,fDihN,魔神龍,10,21,30,113,6,0,3,2,1,1,0,0.743,1.128,2.337,
xSnE1,CPBL-2026-oB,2026,2026-05-22,away,味全龍,GJ5tu,2,0,NHGwk,林子昱,71,3,6,20,2,0,0,0,1,1,1,3.706,1.118,3.645,
xSnE1,CPBL-2026-oB,2026,2026-05-22,away,味全龍,GJ5tu,3,0,fmN1q,呂偉晟,39,3,4,14,0,0,1,0,0,0,0,0.000,1.615,4.844,
TgAWc,CPBL-2026-oB,2026,2026-05-22,home,樂天桃猿,b7yJt,1,1,1KPap,曾家輝,44,15,20,88,2,0,2,4,1,1,1,2.802,1.019,3.196,
TgAWc,CPBL-2026-oB,2026,2026-05-22,home,樂天桃猿,b7yJt,2,0,yhCr,林子崴,54,4,8,29,4,0,0,0,1,1,0,1.831,1.119,2.642,
TgAWc,CPBL-2026-oB,2026,2026-05-22,home,樂天桃猿,b7yJt,3,0,Am8Uy,蘇俊璋,00,2,2,4,0,0,0,0,0,0,0,3.176,1.059,1.586,
TgAWc,CPBL-2026-oB,2026,2026-05-22,home,樂天桃猿,b7yJt,4,0,V8XLP,陳冠宇,17,3,3,11,0,0,0,2,0,0,0,2.077,1.038,3.748,
TgAWc,CPBL-2026-oB,2026,2026-05-22,home,樂天桃猿,b7yJt,5,0,n6fv0,朱承洋,22,3,4,17,0,0,1,0,0,0,0,4.295,1.091,3.202,
TgAWc,CPBL-2026-oB,2026,2026-05-22,away,富邦悍將,H0zzP,1,1,QRk3,魔力藍,44,18,26,89,8,0,1,3,3,3,0,2.204,1.122,2.712,
TgAWc,CPBL-2026-oB,2026,2026-05-22,away,富邦悍將,H0zzP,2,0,J4GsF,李建勳,17,3,3,9,0,0,0,0,0,0,0,4.395,1.395,2.370,
TgAWc,CPBL-2026-oB,2026,2026-05-22,away,富邦悍將,H0zzP,3,0,CE17i,林栚呈,94,3,3,10,0,0,0,0,0,0,0,2.204,0.980,3.855,
r0AlK,CPBL-2026-oB,2026,2026-05-21,home,富邦悍將,H0zzP,1,1,v1Pw4,李東洺,66,21,26,87,5,0,1,2,0,0,0,2.132,1.289,3.208,
r0AlK,CPBL-2026-oB,2026,2026-05-21,home,富邦悍將,H0zzP,2,0,FEwny,賴鴻誠,32,3,4,16,1,0,0,1,0,0,0,3.600,1.200,4.198,
r0AlK,CPBL-2026-oB,2026,2026-05-21,home,富邦悍將,H0zzP,3,0,bNFyN,廖任磊,13,0,3,14,1,0,2,0,2,2,0,4.846,1.846,4.921,
r0AlK,CPBL-2026-oB,2026,2026-05-21,home,富邦悍將,H0zzP,4,0,5ZFTZ,李吳永勤,38,1,2,5,1,0,0,0,0,0,0,3.522,1.435,3.063,
r0AlK,CPBL-2026-oB,2026,2026-05-21,home,富邦悍將,H0zzP,5,0,u7Nvt,張奕,19,2,3,12,0,0,1,0,0,0,0,0.551,1.286,3.181,
r0AlK,CPBL-2026-oB,2026,2026-05-21,away,統一7-ELEVEn獅,NsGzj,1,1,TcTH,郭俊麟,75,18,28,103,6,1,5,5,5,5,0,5.530,1.446,4.335,
r0AlK,CPBL-2026-oB,2026,2026-05-21,away,統一7-ELEVEn獅,NsGzj,2,0,bFe80,高偉強,63,3,6,29,1,0,2,0,1,1,0,4.000,1.333,5.109,
r0AlK,CPBL-2026-oB,2026,2026-05-21,away,統一7-ELEVEn獅,NsGzj,3,0,Osr68,李其峰,30,3,5,25,2,0,1,1,0,0,0,1.742,1.839,4.643,
91ohx,CPBL-2026-oB,2026,2026-05-20,home,富邦悍將,H0zzP,1,1,Gbuxj,阿部雄大,90,21,22,85,2,1,0,6,1,1,0,0.675,0.525,3.223,
91ohx,CPBL-2026-oB,2026,2026-05-20,home,富邦悍將,H0zzP,2,0,5ZFTZ,李吳永勤,38,3,5,18,1,0,0,1,0,0,1,3.600,1.400,3.064,
91ohx,CPBL-2026-oB,2026,2026-05-20,home,富邦悍將,H0zzP,3,0,eOCKK,劉昱言,91,2,4,11,1,1,0,0,1,1,1,5.400,1.800,13.198,
91ohx,CPBL-2026-oB,2026,2026-05-20,home,富邦悍將,H0zzP,4,0,CE17i,林栚呈,94,1,2,7,1,0,0,0,0,0,0,2.348,1.043,3.911,
91ohx,CPBL-2026-oB,2026,2026-05-20,away,統一7-ELEVEn獅,NsGzj,1,1,pRRLx,銳力獅,88,18,28,87,8,0,1,1,5,7,0,2.400,0.900,2.431,
91ohx,CPBL-2026-oB,2026,2026-05-20,away,統一7-ELEVEn獅,NsGzj,2,0,gdEku,林子崴,17,3,5,18,1,0,0,2,0,0,0,0.000,0.800,1.798,
91ohx,CPBL-2026-oB,2026,2026-05-20,away,統一7-ELEVEn獅,NsGzj,3,0,wtn5T,鄭副豪,48,3,6,27,2,0,1,0,2,2,0,5.062,1.500,4.592,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,1,1,6ePkF,魔爾曼,70,12,20,94,6,1,2,6,4,4,0,3.913,1.261,2.650,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,2,0,Am8Uy,蘇俊璋,00,3,3,9,0,0,0,1,0,0,0,3.375,1.125,1.498,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,3,0,Bq4t2,邱駿威,46,3,3,11,0,0,0,0,0,0,0,0.000,1.125,3.092,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,4,0,JYGnI,莊昕諺,77,2,4,13,2,0,0,2,0,0,0,0.675,1.125,3.523,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,5,0,V8XLP,陳冠宇,17,3,6,30,2,1,1,0,3,3,0,2.204,1.102,4.039,
FT4zg,CPBL-2026-oB,2026,2026-05-20,home,樂天桃猿,b7yJt,6,0,n6fv0,朱承洋,22,4,5,17,0,0,1,1,0,0,0,4.610,1.098,2.998,
FT4zg,CPBL-2026-oB,2026,2026-05-20,away,中信兄弟,RAe8S,1,1,Ayn6s,游竣宥,27,12,18,63,6,1,2,2,4,4,0,9.000,2.000,6.748,
FT4zg,CPBL-2026-oB,2026,2026-05-20,away,中信兄弟,RAe8S,2,0,5RDHC,蔡齊哲,50,3,7,24,1,0,2,0,0,1,0,4.154,1.846,6.229,
FT4zg,CPBL-2026-oB,2026,2026-05-20,away,中信兄弟,RAe8S,3,0,4ICxk,江忠城,20,1,5,25,4,0,0,0,2,2,0,3.240,1.800,3.838,
FT4zg,CPBL-2026-oB,2026,2026-05-20,away,中信兄弟,RAe8S,4,0,k1NGO,謝榮豪,79,5,6,15,2,1,0,0,2,2,0,2.842,0.632,4.893,
FT4zg,CPBL-2026-oB,2026,2026-05-20,away,中信兄弟,RAe8S,5,0,O4qH0,盧孟揚,71,3,3,11,0,0,0,1,0,0,0,11.571,1.286,3.426,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,1,1,ieceO,伍鐸,52,20,25,91,6,0,0,4,1,1,0,2.893,1.232,4.203,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,2,0,x6zws,王伯洋,54,0,1,7,0,0,1,0,0,0,0,0.000,0.947,3.945,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,3,0,nUjcY,李超,0,1,1,4,0,0,0,0,0,0,0,1.350,1.200,3.823,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,4,0,tKyxK,趙璟榮,42,3,3,9,0,0,0,0,0,0,0,0.000,1.154,2.305,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,5,0,pZwDr,林鋅杰,77,1,3,13,2,1,0,0,1,1,0,2.077,1.385,4.305,
2jwzB,CPBL-2026-oB,2026,2026-05-20,home,味全龍,GJ5tu,6,0,Q5oCF,陳冠偉,59,2,2,8,0,0,0,1,0,0,0,0.900,0.550,2.298,
2jwzB,CPBL-2026-oB,2026,2026-05-20,away,台鋼雄鷹,UuZ3x,1,1,3Xh4g,江承諺,20,16,25,88,6,1,3,1,2,4,0,1.512,1.104,3.406,
2jwzB,CPBL-2026-oB,2026,2026-05-20,away,台鋼雄鷹,UuZ3x,2,0,nI8wX,施子謙,19,2,2,5,0,0,0,0,0,0,0,3.971,1.235,5.998,
2jwzB,CPBL-2026-oB,2026,2026-05-20,away,台鋼雄鷹,UuZ3x,3,0,nVk1Q,陳柏清,66,3,3,11,1,0,0,0,0,0,0,1.328,0.836,3.195,
2jwzB,CPBL-2026-oB,2026,2026-05-20,away,台鋼雄鷹,UuZ3x,4,0,Zk6YH,黃群,46,3,5,17,2,0,0,2,1,1,0,1.588,0.706,1.763,
XkgRb,CPBL-2026-oB,2026,2026-05-19,home,味全龍,GJ5tu,1,1,QyYQE,蔣銲,33,20,28,110,6,0,3,9,0,0,0,1.486,1.046,3.025,
XkgRb,CPBL-2026-oB,2026,2026-05-19,home,味全龍,GJ5tu,2,0,fmN1q,呂偉晟,39,2,4,17,0,0,1,0,0,0,0,0.000,1.696,4.693,
XkgRb,CPBL-2026-oB,2026,2026-05-19,home,味全龍,GJ5tu,3,0,NHGwk,林子昱,71,2,2,7,0,0,0,1,0,0,0,3.375,1.062,3.498,
XkgRb,CPBL-2026-oB,2026,2026-05-19,home,味全龍,GJ5tu,4,0,YsKwk,林凱威,99,3,4,26,1,0,0,1,0,0,0,3.635,1.327,3.979,
XkgRb,CPBL-2026-oB,2026,2026-05-19,away,台鋼雄鷹,UuZ3x,1,1,J4Ca0,黃子鵬,69,23,31,103,8,0,0,1,2,2,1,2.963,1.116,3.620,
XkgRb,CPBL-2026-oB,2026,2026-05-19,away,台鋼雄鷹,UuZ3x,2,0,FTjP8,韋宏亮,52,1,2,5,1,0,0,0,0,0,0,9.000,2.000,4.331,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,1,1,CHGvV,陳仕朋,81,8,16,57,6,1,3,0,5,5,0,15.000,2.833,10.331,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,2,0,sGfcd,江國豪,12,9,10,50,0,0,1,1,0,0,0,4.500,1.833,5.164,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,3,0,5ZFTZ,李吳永勤,38,3,4,14,1,0,0,0,0,0,0,3.857,1.429,2.998,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,4,0,J4GsF,李建勳,17,4,4,12,0,0,0,1,0,0,0,4.725,1.500,2.323,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,5,0,u7Nvt,張奕,19,0,2,14,1,0,1,0,0,1,0,0.574,1.277,2.998,
BWiPO,CPBL-2026-oB,2026,2026-05-17,home,富邦悍將,H0zzP,6,0,bNFyN,廖任磊,13,3,3,8,0,0,0,1,0,0,0,3.462,1.615,4.459,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,1,1,JyP3r,陳正毅,11,7,16,69,2,0,5,3,2,3,0,7.714,3.000,6.855,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,2,0,FTjP8,韋宏亮,52,5,5,21,0,0,0,2,0,0,0,9.529,1.941,4.410,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,3,0,nVk1Q,陳柏清,66,5,9,31,2,0,2,1,1,1,0,1.397,0.828,3.205,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,4,0,wjF8n,王躍霖,41,1,1,1,0,0,0,0,0,0,0,2.000,1.222,3.331,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,5,0,nI8wX,施子謙,19,3,4,11,0,0,0,0,0,0,1,4.219,1.312,6.185,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,6,0,Zk6YH,黃群,46,3,3,18,0,0,0,3,0,0,0,0.000,0.429,2.355,
BWiPO,CPBL-2026-oB,2026,2026-05-17,away,台鋼雄鷹,UuZ3x,7,0,FEjzB,林詩翔,14,3,6,28,3,0,0,1,1,1,0,0.692,1.000,2.767,
zsQYA,CPBL-2026-oB,2026,2026-05-17,home,味全龍,GJ5tu,1,1,7JDl0,梅賽鍶,95,24,29,98,5,0,0,5,0,0,0,2.496,1.235,3.048,
zsQYA,CPBL-2026-oB,2026,2026-05-17,home,味全龍,GJ5tu,2,0,YsKwk,林凱威,99,3,3,8,0,0,0,0,0,0,0,3.857,1.347,4.161,
zsQYA,CPBL-2026-oB,2026,2026-05-17,away,樂天桃猿,b7yJt,1,1,WnF0k,艾菩樂,23,18,22,89,2,0,2,3,0,1,0,3.477,1.068,4.543,
zsQYA,CPBL-2026-oB,2026,2026-05-17,away,樂天桃猿,b7yJt,2,0,yhCr,林子崴,54,3,5,20,2,0,0,1,1,1,0,1.473,0.982,2.616,
zsQYA,CPBL-2026-oB,2026,2026-05-17,away,樂天桃猿,b7yJt,3,0,n6fv0,朱承洋,22,3,3,6,0,0,0,0,0,0,0,5.108,1.135,2.917,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,1,1,RQkp2,林詔恩,74,14,24,82,6,0,4,3,3,3,0,3.522,1.565,3.389,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,2,0,bFe80,高偉強,63,1,1,5,0,0,0,1,0,0,0,3.375,1.125,4.623,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,3,0,Osr68,李其峰,30,3,4,17,1,0,0,1,0,0,0,1.929,1.714,4.712,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,4,0,8tDFK,吳承諭,57,3,3,14,0,0,0,0,0,0,0,3.375,1.000,4.373,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,5,0,Qmj7D,髙塩將樹,28,3,5,22,0,0,1,1,0,0,1,1.653,1.041,2.753,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,home,統一7-ELEVEn獅,NsGzj,6,0,h33vK,鍾允華,29,3,4,12,1,0,1,0,0,0,0,1.800,1.200,2.864,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,away,中信兄弟,RAe8S,1,1,LOhAM,伍立辰,83,12,14,59,2,0,0,3,0,0,0,5.870,2.087,4.302,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,away,中信兄弟,RAe8S,2,0,O4qH0,盧孟揚,71,4,7,31,2,0,1,0,3,3,0,20.250,2.250,5.248,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,away,中信兄弟,RAe8S,3,0,bEdyI,錢可倫,84,2,4,12,1,0,0,0,1,1,0,6.517,1.552,2.791,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,away,中信兄弟,RAe8S,4,0,4ICxk,江忠城,20,3,3,14,0,0,0,1,0,0,0,1.125,1.375,3.873,
MiNrZ,CPBL-2026-oB,2026,2026-05-17,away,中信兄弟,RAe8S,5,0,YKrjN,吳俊偉,94,3,4,12,1,0,0,2,0,0,0,0.000,1.000,-1.002,
iYUUY,CPBL-2026-oB,2026,2026-05-16,home,富邦悍將,H0zzP,1,1,xGu6H,鈴木駿輔,69,18,26,100,8,0,3,8,1,1,0,3.300,1.333,2.898,
iYUUY,CPBL-2026-oB,2026,2026-05-16,home,富邦悍將,H0zzP,2,0,FEwny,賴鴻誠,32,3,4,13,0,0,1,0,0,0,0,4.000,1.222,4.553,
iYUUY,CPBL-2026-oB,2026,2026-05-16,home,富邦悍將,H0zzP,3,0,CE17i,林栚呈,94,3,5,21,1,0,1,0,0,0,0,2.400,1.000,3.931,
