game_id,season_id,year,phase,date,group,team,team_id,side,opponent,runs_scored,runs_allowed,hits,errors,win
Nz6it,CPBL-2024-xa,2024,一軍,2024-08-13,例行賽,樂天桃猿,Iqkqa,away,台鋼雄鷹,1,4,2,0,0
ADaQg,CPBL-2024-xa,2024,一軍,2024-08-13,例行賽,中信兄弟,M45m3,home,富邦悍將,1,7,10,0,0
ADaQg,CPBL-2024-xa,2024,一軍,2024-08-13,例行賽,富邦悍將,uIOrj,away,中信兄弟,7,1,9,0,1
Wh1bH,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,富邦悍將,uIOrj,home,味全龍,6,11,10,0,0
Wh1bH,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,味全龍,BNi6c,away,富邦悍將,11,6,13,0,1
EgAcV,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,統一7-ELEVEn獅,GyWE7,home,樂天桃猿,4,3,11,0,1
EgAcV,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,樂天桃猿,Iqkqa,away,統一7-ELEVEn獅,3,4,6,0,0
YXfii,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,台鋼雄鷹,U64ee,home,中信兄弟,2,1,5,0,1
YXfii,CPBL-2024-xa,2024,一軍,2024-08-11,例行賽,中信兄弟,M45m3,away,台鋼雄鷹,1,2,4,0,0
syNU8,CPBL-2024-xa,2024,一軍,2024-08-10,例行賽,台鋼雄鷹,U64ee,home,中信兄弟,6,8,7,0,0
syNU8,CPBL-2024-xa,2024,一軍,2024-08-10,例行賽,中信兄弟,M45m3,away,台鋼雄鷹,8,6,13,0,1
MtAzO,CPBL-2024-xa,2024,一軍,2024-08-10,例行賽,統一7-ELEVEn獅,GyWE7,home,樂天桃猿,5,3,9,0,1
MtAzO,CPBL-2024-xa,2024,一軍,2024-08-10,例行賽,樂天桃猿,Iqkqa,away,統一7-ELEVEn獅,3,5,11,0,0
WPsIT,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,台鋼雄鷹,U64ee,home,中信兄弟,7,2,8,0,1
WPsIT,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,中信兄弟,M45m3,away,台鋼雄鷹,2,7,7,0,0
79kFQ,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,富邦悍將,uIOrj,home,味全龍,1,2,3,0,0
79kFQ,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,味全龍,BNi6c,away,富邦悍將,2,1,11,0,1
qPOFv,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,統一7-ELEVEn獅,GyWE7,home,樂天桃猿,3,1,10,0,1
qPOFv,CPBL-2024-xa,2024,一軍,2024-08-09,例行賽,樂天桃猿,Iqkqa,away,統一7-ELEVEn獅,1,3,6,0,0
z2J80,CPBL-2024-xa,2024,一軍,2024-08-08,例行賽,味全龍,BNi6c,home,中信兄弟,5,9,12,0,0
z2J80,CPBL-2024-xa,2024,一軍,2024-08-08,例行賽,中信兄弟,M45m3,away,味全龍,9,5,12,0,1
vTWXS,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,味全龍,BNi6c,home,中信兄弟,5,1,7,0,1
vTWXS,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,中信兄弟,M45m3,away,味全龍,1,5,5,0,0
uZvG3,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,樂天桃猿,Iqkqa,home,台鋼雄鷹,9,5,14,0,1
uZvG3,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,台鋼雄鷹,U64ee,away,樂天桃猿,5,9,7,0,0
PkqcS,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,統一7-ELEVEn獅,GyWE7,home,富邦悍將,0,2,6,0,0
PkqcS,CPBL-2024-xa,2024,一軍,2024-08-07,例行賽,富邦悍將,uIOrj,away,統一7-ELEVEn獅,2,0,10,0,1
T3Eph,CPBL-2024-xa,2024,一軍,2024-08-06,例行賽,樂天桃猿,Iqkqa,home,台鋼雄鷹,6,7,8,0,0
T3Eph,CPBL-2024-xa,2024,一軍,2024-08-06,例行賽,台鋼雄鷹,U64ee,away,樂天桃猿,7,6,15,0,1
u9c0k,CPBL-2024-xa,2024,一軍,2024-08-06,例行賽,統一7-ELEVEn獅,GyWE7,home,富邦悍將,5,2,10,0,1
u9c0k,CPBL-2024-xa,2024,一軍,2024-08-06,例行賽,富邦悍將,uIOrj,away,統一7-ELEVEn獅,2,5,5,0,0
x9v1Z,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,中信兄弟,M45m3,home,富邦悍將,6,5,8,0,1
x9v1Z,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,富邦悍將,uIOrj,away,中信兄弟,5,6,11,0,0
1V8WH,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,味全龍,BNi6c,home,樂天桃猿,5,3,6,0,1
1V8WH,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,樂天桃猿,Iqkqa,away,味全龍,3,5,6,0,0
QlSSv,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,台鋼雄鷹,U64ee,home,統一7-ELEVEn獅,4,1,9,0,1
QlSSv,CPBL-2024-xa,2024,一軍,2024-08-04,例行賽,統一7-ELEVEn獅,GyWE7,away,台鋼雄鷹,1,4,7,0,0
MSTMG,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,中信兄弟,M45m3,home,富邦悍將,5,0,9,0,1
MSTMG,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,富邦悍將,uIOrj,away,中信兄弟,0,5,3,0,0
aVAYG,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,味全龍,BNi6c,home,樂天桃猿,0,2,5,0,0
aVAYG,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,樂天桃猿,Iqkqa,away,味全龍,2,0,7,0,1
KDlkZ,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,台鋼雄鷹,U64ee,home,統一7-ELEVEn獅,11,3,13,0,1
KDlkZ,CPBL-2024-xa,2024,一軍,2024-08-03,例行賽,統一7-ELEVEn獅,GyWE7,away,台鋼雄鷹,3,11,3,0,0
emHsq,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,中信兄弟,M45m3,home,富邦悍將,6,5,10,0,1
emHsq,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,富邦悍將,uIOrj,away,中信兄弟,5,6,9,0,0
LB5YZ,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,味全龍,BNi6c,home,樂天桃猿,7,3,8,0,1
LB5YZ,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,樂天桃猿,Iqkqa,away,味全龍,3,7,9,0,0
pMMSk,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,台鋼雄鷹,U64ee,home,統一7-ELEVEn獅,0,5,6,0,0
pMMSk,CPBL-2024-xa,2024,一軍,2024-08-02,例行賽,統一7-ELEVEn獅,GyWE7,away,台鋼雄鷹,5,0,13,0,1
yOmDV,CPBL-2024-xa,2024,一軍,2024-08-01,例行賽,富邦悍將,uIOrj,home,樂天桃猿,2,3,3,0,0
yOmDV,CPBL-2024-xa,2024,一軍,2024-08-01,例行賽,樂天桃猿,Iqkqa,away,富邦悍將,3,2,7,0,1
VivBq,CPBL-2024-xa,2024,一軍,2024-07-31,例行賽,中信兄弟,M45m3,home,統一7-ELEVEn獅,5,8,13,0,0
VivBq,CPBL-2024-xa,2024,一軍,2024-07-31,例行賽,統一7-ELEVEn獅,GyWE7,away,中信兄弟,8,5,11,0,1
YATqZ,CPBL-2024-xa,2024,一軍,2024-07-31,例行賽,台鋼雄鷹,U64ee,home,味全龍,8,9,11,0,0
YATqZ,CPBL-2024-xa,2024,一軍,2024-07-31,例行賽,味全龍,BNi6c,away,台鋼雄鷹,9,8,14,0,1
uvOIc,CPBL-2024-xa,2024,一軍,2024-07-30,例行賽,台鋼雄鷹,U64ee,home,味全龍,2,1,6,0,1
uvOIc,CPBL-2024-xa,2024,一軍,2024-07-30,例行賽,味全龍,BNi6c,away,台鋼雄鷹,1,2,8,0,0
ZHooY,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,富邦悍將,uIOrj,home,台鋼雄鷹,8,0,12,0,1
ZHooY,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,台鋼雄鷹,U64ee,away,富邦悍將,0,8,2,0,0
xG4Pb,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,統一7-ELEVEn獅,GyWE7,home,味全龍,8,1,11,0,1
xG4Pb,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,味全龍,BNi6c,away,統一7-ELEVEn獅,1,8,9,0,0
4ucfI,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,樂天桃猿,Iqkqa,home,中信兄弟,5,4,8,0,1
4ucfI,CPBL-2024-xa,2024,一軍,2024-07-28,例行賽,中信兄弟,M45m3,away,樂天桃猿,4,5,11,0,0
9P0zZ,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,富邦悍將,uIOrj,home,台鋼雄鷹,4,3,9,0,1
9P0zZ,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,台鋼雄鷹,U64ee,away,富邦悍將,3,4,10,0,0
qdp9J,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,統一7-ELEVEn獅,GyWE7,home,味全龍,2,0,5,0,1
qdp9J,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,味全龍,BNi6c,away,統一7-ELEVEn獅,0,2,7,0,0
WkPyG,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,樂天桃猿,Iqkqa,home,中信兄弟,1,3,6,0,0
WkPyG,CPBL-2024-xa,2024,一軍,2024-07-27,例行賽,中信兄弟,M45m3,away,樂天桃猿,3,1,8,0,1
OQ3Eh,CPBL-2024-xa,2024,一軍,2024-07-26,例行賽,富邦悍將,uIOrj,home,台鋼雄鷹,2,1,8,0,1
OQ3Eh,CPBL-2024-xa,2024,一軍,2024-07-26,例行賽,台鋼雄鷹,U64ee,away,富邦悍將,1,2,9,0,0
U4VmL,CPBL-2024-xa,2024,一軍,2024-07-23,例行賽,味全龍,BNi6c,home,富邦悍將,0,4,6,0,0
U4VmL,CPBL-2024-xa,2024,一軍,2024-07-23,例行賽,富邦悍將,uIOrj,away,味全龍,4,0,8,0,1
iaCF5,CPBL-2024-xa,2024,一軍,2024-07-23,例行賽,樂天桃猿,Iqkqa,home,統一7-ELEVEn獅,6,5,10,0,1
iaCF5,CPBL-2024-xa,2024,一軍,2024-07-23,例行賽,統一7-ELEVEn獅,GyWE7,away,樂天桃猿,5,6,13,0,0
9jesg,CPBL-2024-xa,2024,一軍,2024-07-18,例行賽,樂天桃猿,Iqkqa,home,味全龍,1,4,9,0,0
9jesg,CPBL-2024-xa,2024,一軍,2024-07-18,例行賽,味全龍,BNi6c,away,樂天桃猿,4,1,10,0,1
JtLuX,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,樂天桃猿,Iqkqa,home,味全龍,13,6,20,0,1
JtLuX,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,味全龍,BNi6c,away,樂天桃猿,6,13,12,0,0
ncOZn,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,統一7-ELEVEn獅,GyWE7,home,台鋼雄鷹,10,11,15,0,0
ncOZn,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,台鋼雄鷹,U64ee,away,統一7-ELEVEn獅,11,10,20,0,1
1VZWk,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,富邦悍將,uIOrj,home,中信兄弟,4,9,12,0,0
1VZWk,CPBL-2024-xa,2024,一軍,2024-07-17,例行賽,中信兄弟,M45m3,away,富邦悍將,9,4,15,0,1
zTDvh,CPBL-2024-xa,2024,一軍,2024-07-16,例行賽,統一7-ELEVEn獅,GyWE7,home,台鋼雄鷹,5,3,12,0,1
zTDvh,CPBL-2024-xa,2024,一軍,2024-07-16,例行賽,台鋼雄鷹,U64ee,away,統一7-ELEVEn獅,3,5,9,0,0
37R7o,CPBL-2024-xa,2024,一軍,2024-07-16,例行賽,富邦悍將,uIOrj,home,中信兄弟,9,3,14,0,1
37R7o,CPBL-2024-xa,2024,一軍,2024-07-16,例行賽,中信兄弟,M45m3,away,富邦悍將,3,9,6,0,0
PiN6j,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,台鋼雄鷹,U64ee,home,樂天桃猿,5,4,10,0,1
PiN6j,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,樂天桃猿,Iqkqa,away,台鋼雄鷹,4,5,4,0,0
M6ja3,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,富邦悍將,uIOrj,home,統一7-ELEVEn獅,3,1,8,0,1
M6ja3,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,統一7-ELEVEn獅,GyWE7,away,富邦悍將,1,3,11,0,0
dSu1e,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,中信兄弟,M45m3,home,味全龍,0,1,6,0,0
dSu1e,CPBL-2024-xa,2024,一軍,2024-07-14,例行賽,味全龍,BNi6c,away,中信兄弟,1,0,4,0,1
mJRc6,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,富邦悍將,uIOrj,home,統一7-ELEVEn獅,0,8,6,0,0
mJRc6,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,統一7-ELEVEn獅,GyWE7,away,富邦悍將,8,0,16,0,1
SgPEy,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,台鋼雄鷹,U64ee,home,樂天桃猿,0,5,5,0,0
SgPEy,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,樂天桃猿,Iqkqa,away,台鋼雄鷹,5,0,12,0,1
2QgEq,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,中信兄弟,M45m3,home,味全龍,11,0,19,0,1
2QgEq,CPBL-2024-xa,2024,一軍,2024-07-13,例行賽,味全龍,BNi6c,away,中信兄弟,0,11,9,0,0
R9hG8,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,台鋼雄鷹,U64ee,home,樂天桃猿,2,7,7,0,0
R9hG8,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,樂天桃猿,Iqkqa,away,台鋼雄鷹,7,2,16,0,1
7NlxL,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,富邦悍將,uIOrj,home,統一7-ELEVEn獅,1,13,5,0,0
7NlxL,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,統一7-ELEVEn獅,GyWE7,away,富邦悍將,13,1,15,0,1
klo7M,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,中信兄弟,M45m3,home,味全龍,4,7,11,0,0
klo7M,CPBL-2024-xa,2024,一軍,2024-07-12,例行賽,味全龍,BNi6c,away,中信兄弟,7,4,15,0,1
HcFRP,CPBL-2024-xa,2024,一軍,2024-07-10,例行賽,台鋼雄鷹,U64ee,home,富邦悍將,6,5,11,0,1
HcFRP,CPBL-2024-xa,2024,一軍,2024-07-10,例行賽,富邦悍將,uIOrj,away,台鋼雄鷹,5,6,12,0,0
P0WLq,CPBL-2024-xa,2024,一軍,2024-07-10,例行賽,味全龍,BNi6c,home,統一7-ELEVEn獅,0,9,7,0,0
P0WLq,CPBL-2024-xa,2024,一軍,2024-07-10,例行賽,統一7-ELEVEn獅,GyWE7,away,味全龍,9,0,17,0,1
